assignment_id,employee_id,project_id,role,start_date,end_date,allocation_pct,is_billable
04cf6327,E9994,P2021437,Change Manager,2023-02-19,2024-02-19,87,True
6918a996,E6798,P2021437,Junior Change Manager,2023-02-19,2024-02-19,93,True
871bd17c,E5385,P2021437,Junior Digital Strategist,2023-02-19,2024-02-19,85,True
c653773c,E4746,P2021437,Change Manager,2023-02-19,2024-02-19,94,True
38398e4c,E9480,P2021438,Change Manager,2023-03-14,2024-06-10,86,True
8dbb6f37,E1480,P2021438,Digital Strategist,2023-03-14,2024-06-10,95,True
244a46b0,E8745,P2021438,Junior Change Manager,2023-03-14,2024-06-10,88,True
4f178535,E1074,P2021438,Change Manager,2023-03-14,2024-06-10,87,True
9328f96f,E4992,P2021438,Junior Change Manager,2023-03-14,2024-06-10,96,True
4af5831b,E4578,P2021438,Change Manager,2023-03-14,2024-06-10,81,True
8c930e4c,E5927,P2021438,Change Manager,2023-03-14,2024-06-10,85,True
d6b3c507,E6917,P2021439,AI Architect,2022-09-18,2023-03-30,91,True
3f783407,E3865,P2021439,Junior ML Engineer,2022-09-18,2023-03-30,89,True
f719ec4a,E8593,P2021439,Data Scientist,2022-09-18,2023-03-30,88,False
247a3bee,E1837,P2021439,AI Architect,2022-09-18,2023-03-30,100,False
56f6c142,E3821,P2021439,Data Scientist,2022-09-18,2023-03-30,92,True
57e7b5bd,E2039,P2021440,ERP Consultant,2021-01-10,2021-06-12,94,True
96c8ad82,E6753,P2021440,Functional Analyst,2021-01-10,2021-06-12,82,True
d566ccbd,E3173,P2021440,ERP Consultant,2021-01-10,2021-06-12,95,True
754e2b8c,E5913,P2021440,ERP Consultant,2021-01-10,2021-06-12,90,True
33ddb0f7,E4030,P2021440,Junior ERP Consultant,2021-01-10,2021-06-12,85,True
4de1ad62,E6106,P2021440,Junior ERP Consultant,2021-01-10,2021-06-12,84,True
81e597f3,E2060,P2021440,ERP Consultant,2021-01-10,2021-06-12,92,True
640928a5,E5338,P2021440,Functional Analyst,2021-01-10,2021-06-12,90,True
fdcfa8eb,E5501,P2021441,Cloud Architect,2022-12-24,2023-11-13,88,True
b5e85f4b,E7571,P2021441,Junior DevOps Engineer,2022-12-24,2023-11-13,98,True
065a5694,E5328,P2021441,DevOps Engineer,2022-12-24,2023-11-13,80,True
bec7919c,E7230,P2021441,DevOps Engineer,2022-12-24,2023-11-13,91,True
552000c2,E2818,P2021441,Junior DevOps Engineer,2022-12-24,2023-11-13,86,False
de211d9c,E5252,P2021442,Blockchain Developer,2022-08-23,2023-03-16,85,True
9c460bc3,E1671,P2021442,Smart Contract Engineer,2022-08-23,2023-03-16,80,True
4f4776fd,E4803,P2021442,Blockchain Developer,2022-08-23,2023-03-16,98,True
88eddf4f,E8809,P2021442,Blockchain Developer,2022-08-23,2023-03-16,96,True
90cc8be8,E4273,P2021443,Pentester,2021-08-09,2022-04-08,89,True
e02559ad,E7312,P2021443,Pentester,2021-08-09,2022-04-08,88,False
ad66020a,E2423,P2021443,Security Architect,2021-08-09,2022-04-08,91,True
18fb31b5,E7136,P2021443,SOC Analyst,2021-08-09,2022-04-08,86,True
8d7806ba,E7969,P2021443,Junior Pentester,2021-08-09,2022-04-08,100,True
26547d3e,E2373,P2021444,Blockchain Developer,2021-05-02,2022-01-04,93,True
eb0a5248,E4940,P2021444,Smart Contract Engineer,2021-05-02,2022-01-04,97,True
00978f29,E6505,P2021444,Blockchain Developer,2021-05-02,2022-01-04,89,True
7f886504,E9094,P2021444,Junior Smart Contract Engineer,2021-05-02,2022-01-04,88,True
20f28dca,E6498,P2021444,Junior Smart Contract Engineer,2021-05-02,2022-01-04,92,False
df0f9f3c,E4527,P2021445,IoT Architect,2021-07-24,2022-12-21,89,True
df2f820f,E9700,P2021445,IoT Architect,2021-07-24,2022-12-21,91,True
b04c597a,E6055,P2021445,Junior Embedded Engineer,2021-07-24,2022-12-21,94,True
2f2cb31f,E5780,P2021445,Embedded Engineer,2021-07-24,2022-12-21,98,True
5d25c72f,E3379,P2021445,Embedded Engineer,2021-07-24,2022-12-21,87,False
65f91d21,E7565,P2021445,IoT Architect,2021-07-24,2022-12-21,80,False
14a941b6,E6927,P2021446,Embedded Engineer,2022-06-07,2022-09-12,96,True
bcfa86f6,E7202,P2021446,Embedded Engineer,2022-06-07,2022-09-12,88,True
67c3cef1,E2805,P2021446,Embedded Engineer,2022-06-07,2022-09-12,84,False
358db190,E1397,P2021446,Embedded Engineer,2022-06-07,2022-09-12,88,True
d43c8b25,E4179,P2021446,Embedded Engineer,2022-06-07,2022-09-12,90,True
cb1db0d4,E5901,P2021446,Junior Embedded Engineer,2022-06-07,2022-09-12,81,True
3bc62755,E4686,P2021446,Embedded Engineer,2022-06-07,2022-09-12,100,True
60e98a5e,E1624,P2021446,Junior Embedded Engineer,2022-06-07,2022-09-12,99,True
f46a8d89,E8926,P2021446,Embedded Engineer,2022-06-07,2022-09-12,84,True
88909336,E6254,P2021446,Embedded Engineer,2022-06-07,2022-09-12,80,True
4987c9fb,E8404,P2021447,Security Architect,2022-11-27,2024-02-14,95,False
484c7174,E9343,P2021447,Security Architect,2022-11-27,2024-02-14,88,True
111f823c,E3314,P2021447,Pentester,2022-11-27,2024-02-14,81,True
e634a6e4,E1877,P2021447,Pentester,2022-11-27,2024-02-14,80,True
f3c3988f,E4745,P2021447,SOC Analyst,2022-11-27,2024-02-14,90,True
41fde361,E3567,P2021447,Pentester,2022-11-27,2024-02-14,98,False
7370c3ed,E2866,P2021448,Embedded Engineer,2023-08-02,2024-04-10,95,True
468c33bf,E3243,P2021448,Embedded Engineer,2023-08-02,2024-04-10,87,False
1c64cb71,E8984,P2021448,Embedded Engineer,2023-08-02,2024-04-10,93,True
d8ff96a4,E6673,P2021448,Embedded Engineer,2023-08-02,2024-04-10,99,True
ceb7e395,E7113,P2021448,Junior Embedded Engineer,2023-08-02,2024-04-10,89,True
fb89a93f,E5166,P2021448,Junior Embedded Engineer,2023-08-02,2024-04-10,84,True
b5afe939,E1169,P2021448,IoT Architect,2023-08-02,2024-04-10,83,True
b9a24c02,E1096,P2021448,Junior Embedded Engineer,2023-08-02,2024-04-10,98,True
afac076d,E9531,P2021448,Embedded Engineer,2023-08-02,2024-04-10,96,True
a7f5372d,E3786,P2021449,Digital Strategist,2022-12-11,2024-04-04,85,True
b360cb19,E8415,P2021449,Change Manager,2022-12-11,2024-04-04,93,True
88a943e0,E4895,P2021449,Digital Strategist,2022-12-11,2024-04-04,98,True
ca6ea01e,E5459,P2021449,Digital Strategist,2022-12-11,2024-04-04,98,True
947f48ad,E5475,P2021449,Digital Strategist,2022-12-11,2024-04-04,89,True
ed2fc39b,E6701,P2021449,Change Manager,2022-12-11,2024-04-04,90,True
dd593fa8,E9789,P2021449,Digital Strategist,2022-12-11,2024-04-04,86,True
3782e1c7,E4933,P2021449,Digital Strategist,2022-12-11,2024-04-04,95,True
a5bedde3,E1731,P2021449,Digital Strategist,2022-12-11,2024-04-04,86,True
bdd2d7d4,E6087,P2021450,Analytics Consultant,2021-05-04,2021-07-24,90,True
47d3e871,E2614,P2021450,Data Engineer,2021-05-04,2021-07-24,92,True
944095c1,E9960,P2021450,Analytics Consultant,2021-05-04,2021-07-24,94,True
69b23c59,E3847,P2021450,Data Engineer,2021-05-04,2021-07-24,97,True
c2d06c93,E4227,P2021450,Analytics Consultant,2021-05-04,2021-07-24,94,True
4bd3ee2e,E7336,P2021450,Data Engineer,2021-05-04,2021-07-24,83,False
e32b9349,E7735,P2021450,Analytics Consultant,2021-05-04,2021-07-24,81,True
1822d609,E7232,P2021451,Blockchain Developer,2023-09-08,2025-02-26,91,True
0cad13cb,E9360,P2021451,Smart Contract Engineer,2023-09-08,2025-02-26,94,True
0db94d9a,E8964,P2021451,Smart Contract Engineer,2023-09-08,2025-02-26,85,True
a29de490,E1756,P2021451,Blockchain Developer,2023-09-08,2025-02-26,91,True
2ea55ac5,E3120,P2021451,Smart Contract Engineer,2023-09-08,2025-02-26,95,True
1c61a6c1,E1825,P2021451,Blockchain Developer,2023-09-08,2025-02-26,97,True
4075e545,E8483,P2021451,Junior Blockchain Developer,2023-09-08,2025-02-26,81,True
c52640e0,E5407,P2021451,Blockchain Developer,2023-09-08,2025-02-26,84,True
de321d60,E9734,P2021451,Blockchain Developer,2023-09-08,2025-02-26,87,True
4a77bae8,E2707,P2021451,Junior Smart Contract Engineer,2023-09-08,2025-02-26,96,True
3b09155e,E7886,P2021452,Change Manager,2022-06-16,2023-11-06,100,True
e5336fc3,E7478,P2021452,Digital Strategist,2022-06-16,2023-11-06,94,False
c3241eb5,E2882,P2021452,Change Manager,2022-06-16,2023-11-06,98,True
bf2a91c1,E8008,P2021452,Change Manager,2022-06-16,2023-11-06,82,True
2677b655,E8195,P2021452,Digital Strategist,2022-06-16,2023-11-06,87,True
0ff40ea9,E9208,P2021452,Digital Strategist,2022-06-16,2023-11-06,84,True
5e8edbca,E7973,P2021452,Digital Strategist,2022-06-16,2023-11-06,81,True
15c87431,E1413,P2021453,Data Engineer,2023-06-22,2024-04-25,83,True
c2ab55e1,E4399,P2021453,BI Specialist,2023-06-22,2024-04-25,91,True
569e069c,E9920,P2021453,Data Engineer,2023-06-22,2024-04-25,85,True
28c08ef1,E8828,P2021453,Junior Analytics Consultant,2023-06-22,2024-04-25,84,True
cff847d4,E3717,P2021453,Data Engineer,2023-06-22,2024-04-25,84,True
1e627e33,E5729,P2021453,Data Engineer,2023-06-22,2024-04-25,81,True
1f5c0c8b,E5946,P2021453,Data Engineer,2023-06-22,2024-04-25,91,True
7202dedf,E7246,P2021453,BI Specialist,2023-06-22,2024-04-25,92,True
d1aba477,E4355,P2021453,BI Specialist,2023-06-22,2024-04-25,96,True
9f93bff2,E5863,P2021453,Data Engineer,2023-06-22,2024-04-25,86,True
61cac991,E9714,P2021454,Functional Analyst,2022-04-10,2022-07-06,99,True
1657e6f2,E7810,P2021454,ERP Consultant,2022-04-10,2022-07-06,100,True
57f333d6,E5100,P2021454,ERP Consultant,2022-04-10,2022-07-06,88,True
c51b7fa0,E9825,P2021454,Functional Analyst,2022-04-10,2022-07-06,89,True
140c95e7,E9364,P2021454,Junior Functional Analyst,2022-04-10,2022-07-06,100,True
54b9922b,E4546,P2021454,Junior ERP Consultant,2022-04-10,2022-07-06,81,True
f1f33583,E1048,P2021454,ERP Consultant,2022-04-10,2022-07-06,82,True
24f32351,E6644,P2021455,IoT Architect,2022-04-10,2023-04-28,88,True
56fc00d3,E3375,P2021455,Embedded Engineer,2022-04-10,2023-04-28,92,True
3a7b4224,E3747,P2021455,Embedded Engineer,2022-04-10,2023-04-28,95,True
7439a295,E2342,P2021456,AI Architect,2021-10-25,2022-09-16,96,True
2eb44baf,E3101,P2021456,ML Engineer,2021-10-25,2022-09-16,86,True
2153826e,E8861,P2021456,Data Scientist,2021-10-25,2022-09-16,86,True
0538d022,E1334,P2021456,ML Engineer,2021-10-25,2022-09-16,98,True
4d5890ae,E8816,P2021457,Functional Analyst,2023-12-03,2024-12-02,97,True
6aa8510d,E1931,P2021457,Junior Functional Analyst,2023-12-03,2024-12-02,94,True
f4bde4f6,E2744,P2021457,ERP Consultant,2023-12-03,2024-12-02,92,True
fb9dd87c,E5573,P2021457,ERP Consultant,2023-12-03,2024-12-02,86,True
aab56d4a,E6500,P2021457,Functional Analyst,2023-12-03,2024-12-02,81,True
ab833fc5,E9466,P2021457,Junior Functional Analyst,2023-12-03,2024-12-02,83,True
d338f103,E1154,P2021457,ERP Consultant,2023-12-03,2024-12-02,94,True
8aa61ef3,E4461,P2021457,Functional Analyst,2023-12-03,2024-12-02,96,True
cf43af1c,E7658,P2021457,Functional Analyst,2023-12-03,2024-12-02,85,True
3db0a5bb,E7683,P2021457,Junior ERP Consultant,2023-12-03,2024-12-02,80,False
7a780d82,E4570,P2021458,Embedded Engineer,2022-09-17,2023-08-24,86,False
56db6ecc,E2452,P2021458,Embedded Engineer,2022-09-17,2023-08-24,93,True
9d252102,E9610,P2021458,Embedded Engineer,2022-09-17,2023-08-24,100,True
319b14a3,E7421,P2021458,Junior Embedded Engineer,2022-09-17,2023-08-24,95,True
3e9c06f4,E1775,P2021458,Embedded Engineer,2022-09-17,2023-08-24,87,True
c2dcdf2f,E1212,P2021458,IoT Architect,2022-09-17,2023-08-24,97,True
dfe729fa,E9089,P2021458,Embedded Engineer,2022-09-17,2023-08-24,91,True
4680d18e,E2882,P2021458,IoT Architect,2022-09-17,2023-08-24,94,True
551ecbb0,E7907,P2021458,IoT Architect,2022-09-17,2023-08-24,91,False
1fcf68b9,E4975,P2021459,Blockchain Developer,2021-04-03,2021-10-08,91,False
986e5836,E6853,P2021459,Blockchain Developer,2021-04-03,2021-10-08,84,True
a45d0fbf,E9452,P2021459,Smart Contract Engineer,2021-04-03,2021-10-08,92,False
7887f5c9,E6599,P2021459,Blockchain Developer,2021-04-03,2021-10-08,90,True
7bc03e3c,E9981,P2021459,Blockchain Developer,2021-04-03,2021-10-08,84,True
5d2cc3f8,E3509,P2021459,Blockchain Developer,2021-04-03,2021-10-08,89,True
f0e676d1,E4568,P2021459,Smart Contract Engineer,2021-04-03,2021-10-08,82,True
4fdafcd2,E3383,P2021459,Blockchain Developer,2021-04-03,2021-10-08,87,True
88c9e24d,E2734,P2021459,Junior Smart Contract Engineer,2021-04-03,2021-10-08,82,True
d658e795,E3985,P2021460,Digital Strategist,2022-01-03,2023-05-11,99,True
9657869d,E1611,P2021460,Change Manager,2022-01-03,2023-05-11,91,True
d18b0bab,E4821,P2021460,Change Manager,2022-01-03,2023-05-11,80,True
f25d9be8,E6865,P2021460,Change Manager,2022-01-03,2023-05-11,87,True
dd7cdfd7,E5123,P2021460,Digital Strategist,2022-01-03,2023-05-11,86,True
57d1e770,E6143,P2021460,Digital Strategist,2022-01-03,2023-05-11,91,True
8918b797,E4970,P2021460,Digital Strategist,2022-01-03,2023-05-11,90,True
e938f8df,E7552,P2021460,Change Manager,2022-01-03,2023-05-11,99,True
ca404944,E1755,P2021460,Change Manager,2022-01-03,2023-05-11,86,True
f33d9465,E6011,P2021460,Change Manager,2022-01-03,2023-05-11,85,True
a32a1c00,E6384,P2021461,Security Architect,2023-09-18,2024-09-07,90,True
9b1978f0,E7857,P2021461,Pentester,2023-09-18,2024-09-07,80,True
f986da27,E2090,P2021461,Security Architect,2023-09-18,2024-09-07,93,True
2fea1fa2,E8708,P2021461,Pentester,2023-09-18,2024-09-07,89,True
b4e97d4c,E5429,P2021462,Security Architect,2021-12-18,2022-12-13,80,True
79619b22,E9605,P2021462,SOC Analyst,2021-12-18,2022-12-13,84,True
dbc0a21b,E2004,P2021462,Pentester,2021-12-18,2022-12-13,98,True
a28b5100,E4028,P2021462,Security Architect,2021-12-18,2022-12-13,87,True
ca5bba5d,E6122,P2021462,SOC Analyst,2021-12-18,2022-12-13,93,True
0ec5a73c,E3577,P2021463,AI Architect,2022-07-09,2022-10-26,81,True
a11b16ec,E7026,P2021463,ML Engineer,2022-07-09,2022-10-26,82,True
3ac97b7d,E8196,P2021463,Data Scientist,2022-07-09,2022-10-26,80,False
422fb3d2,E2488,P2021463,NLP Specialist,2022-07-09,2022-10-26,82,True
607a4051,E2067,P2021463,NLP Specialist,2022-07-09,2022-10-26,100,True
69937a74,E4154,P2021464,Blockchain Developer,2022-12-21,2023-04-28,87,True
bbf0c29b,E6096,P2021464,Smart Contract Engineer,2022-12-21,2023-04-28,86,False
0679c2c3,E5916,P2021464,Junior Blockchain Developer,2022-12-21,2023-04-28,85,True
3bd1b6df,E1914,P2021464,Junior Blockchain Developer,2022-12-21,2023-04-28,89,True
928ab28d,E7316,P2021464,Blockchain Developer,2022-12-21,2023-04-28,95,True
d4f88409,E1445,P2021464,Junior Blockchain Developer,2022-12-21,2023-04-28,88,True
2610390b,E7262,P2021465,DevOps Engineer,2021-12-24,2022-05-26,93,True
2f2ab790,E7937,P2021465,DevOps Engineer,2021-12-24,2022-05-26,90,True
cb847bb4,E6684,P2021465,DevOps Engineer,2021-12-24,2022-05-26,84,True
c517ea7d,E7286,P2021465,Solutions Architect,2021-12-24,2022-05-26,89,True
87c2ae93,E2521,P2021465,DevOps Engineer,2021-12-24,2022-05-26,85,True
fd3b44b4,E1266,P2021465,Junior DevOps Engineer,2021-12-24,2022-05-26,92,True
9799518d,E6006,P2021465,Junior DevOps Engineer,2021-12-24,2022-05-26,96,True
5f65e1c6,E3437,P2021465,Solutions Architect,2021-12-24,2022-05-26,90,True
c999e62f,E7957,P2021465,DevOps Engineer,2021-12-24,2022-05-26,92,False
69d77fa0,E5426,P2021465,DevOps Engineer,2021-12-24,2022-05-26,85,False
98878b5b,E5913,P2021465,DevOps Engineer,2021-12-24,2022-05-26,87,False
c32fc776,E4901,P2021465,DevOps Engineer,2021-12-24,2022-05-26,100,True
c44258f3,E3893,P2021466,IoT Architect,2021-12-26,2022-06-19,88,True
2e12d80a,E6402,P2021466,IoT Architect,2021-12-26,2022-06-19,97,True
92ae52a1,E5407,P2021466,Embedded Engineer,2021-12-26,2022-06-19,86,True
8cd33fa4,E6691,P2021466,IoT Architect,2021-12-26,2022-06-19,81,True
ff758a13,E5456,P2021466,Embedded Engineer,2021-12-26,2022-06-19,98,True
590c616c,E1135,P2021466,Junior Embedded Engineer,2021-12-26,2022-06-19,81,True
6d8218f2,E7913,P2021466,Embedded Engineer,2021-12-26,2022-06-19,98,True
dd678373,E6287,P2021466,IoT Architect,2021-12-26,2022-06-19,82,True
0ecb41c5,E9333,P2021467,Data Engineer,2022-11-28,2023-05-17,83,True
28130d32,E5501,P2021467,Junior Data Engineer,2022-11-28,2023-05-17,80,True
d21f470a,E7585,P2021467,Junior Analytics Consultant,2022-11-28,2023-05-17,82,True
a25f658c,E8496,P2021468,IoT Architect,2021-02-03,2021-09-30,81,False
903e5bc9,E8098,P2021468,Embedded Engineer,2021-02-03,2021-09-30,96,True
49a89412,E5273,P2021468,Embedded Engineer,2021-02-03,2021-09-30,93,True
a4332214,E2323,P2021468,Embedded Engineer,2021-02-03,2021-09-30,91,True
2bfb41ea,E9578,P2021468,IoT Architect,2021-02-03,2021-09-30,90,True
df62c4f2,E2681,P2021468,Embedded Engineer,2021-02-03,2021-09-30,97,True
67a5862b,E6873,P2021468,Embedded Engineer,2021-02-03,2021-09-30,82,True
fa0164ff,E3960,P2021469,Solutions Architect,2022-08-23,2023-02-02,100,False
10375a1e,E4399,P2021469,Solutions Architect,2022-08-23,2023-02-02,100,True
6c7a1072,E8126,P2021469,Junior DevOps Engineer,2022-08-23,2023-02-02,81,True
b1327e2d,E1305,P2021469,DevOps Engineer,2022-08-23,2023-02-02,85,True
5a81da58,E6311,P2021469,Junior DevOps Engineer,2022-08-23,2023-02-02,100,True
eb6222d9,E6490,P2021469,DevOps Engineer,2022-08-23,2023-02-02,88,True
1ea8b8e5,E4757,P2021469,DevOps Engineer,2022-08-23,2023-02-02,88,True
bf4425ae,E1746,P2021469,DevOps Engineer,2022-08-23,2023-02-02,90,True
c18edebd,E5330,P2021469,Solutions Architect,2022-08-23,2023-02-02,82,True
09d53155,E2181,P2021469,Junior DevOps Engineer,2022-08-23,2023-02-02,85,True
1e2e224d,E8009,P2021470,Functional Analyst,2022-10-25,2024-02-13,97,False
4418212b,E5929,P2021470,Functional Analyst,2022-10-25,2024-02-13,81,True
b132d2d4,E7738,P2021470,ERP Consultant,2022-10-25,2024-02-13,93,True
e57d6029,E9475,P2021470,ERP Consultant,2022-10-25,2024-02-13,96,False
e145cadf,E7671,P2021470,ERP Consultant,2022-10-25,2024-02-13,83,False
53fdb30b,E7313,P2021470,Junior ERP Consultant,2022-10-25,2024-02-13,90,True
7b436988,E1025,P2021471,Blockchain Developer,2022-11-14,2023-01-26,94,True
61a83705,E3415,P2021471,Smart Contract Engineer,2022-11-14,2023-01-26,98,True
a82c526e,E8531,P2021471,Junior Smart Contract Engineer,2022-11-14,2023-01-26,85,True
d1ee4735,E8779,P2021471,Smart Contract Engineer,2022-11-14,2023-01-26,99,True
8f78400f,E7345,P2021471,Blockchain Developer,2022-11-14,2023-01-26,88,True
5b6f98e2,E1845,P2021471,Blockchain Developer,2022-11-14,2023-01-26,85,False
531953ce,E4532,P2021471,Junior Smart Contract Engineer,2022-11-14,2023-01-26,98,True
651556fe,E4461,P2021471,Smart Contract Engineer,2022-11-14,2023-01-26,96,True
69d3d48d,E7602,P2021471,Smart Contract Engineer,2022-11-14,2023-01-26,98,True
ab4e8eba,E5007,P2021471,Smart Contract Engineer,2022-11-14,2023-01-26,96,True
f61545e6,E3466,P2021471,Blockchain Developer,2022-11-14,2023-01-26,85,True
95c2f2b9,E8204,P2021471,Smart Contract Engineer,2022-11-14,2023-01-26,92,True
60cecfa4,E5939,P2021472,Change Manager,2021-09-12,2023-01-08,99,True
c177b320,E8552,P2021472,Change Manager,2021-09-12,2023-01-08,81,True
b5c9e21e,E3835,P2021472,Change Manager,2021-09-12,2023-01-08,89,True
e8d14152,E7359,P2021472,Digital Strategist,2021-09-12,2023-01-08,88,False
c641a988,E8282,P2021472,Change Manager,2021-09-12,2023-01-08,85,True
3f32d4c7,E9346,P2021472,Digital Strategist,2021-09-12,2023-01-08,99,True
3c5c9eb4,E9124,P2021472,Change Manager,2021-09-12,2023-01-08,84,True
86dc6ba9,E7133,P2021472,Change Manager,2021-09-12,2023-01-08,85,True
2ed96a30,E4922,P2021472,Change Manager,2021-09-12,2023-01-08,82,True
0775141d,E4932,P2021473,ERP Consultant,2022-06-04,2023-09-26,86,True
acae7df6,E7879,P2021473,Functional Analyst,2022-06-04,2023-09-26,91,True
70bf2e91,E1409,P2021473,Functional Analyst,2022-06-04,2023-09-26,85,True
4bcb3a10,E1369,P2021473,ERP Consultant,2022-06-04,2023-09-26,99,True
36560596,E7901,P2021473,Junior Functional Analyst,2022-06-04,2023-09-26,100,True
879cbe23,E6048,P2021473,ERP Consultant,2022-06-04,2023-09-26,94,True
806c8b6e,E4272,P2021473,Functional Analyst,2022-06-04,2023-09-26,94,True
4582f068,E6195,P2021473,ERP Consultant,2022-06-04,2023-09-26,83,True
d0e3bc4c,E4407,P2021473,ERP Consultant,2022-06-04,2023-09-26,99,True
ae9acb41,E1529,P2021473,ERP Consultant,2022-06-04,2023-09-26,97,True
7485d2b3,E5550,P2021473,ERP Consultant,2022-06-04,2023-09-26,80,True
1b5e1032,E7104,P2021473,Functional Analyst,2022-06-04,2023-09-26,84,True
552994e9,E4967,P2021473,ERP Consultant,2022-06-04,2023-09-26,87,True
2f0e41d3,E6626,P2021473,Functional Analyst,2022-06-04,2023-09-26,91,True
d381d5b5,E7924,P2021473,Functional Analyst,2022-06-04,2023-09-26,83,True
7b763cc6,E1603,P2021474,AI Architect,2021-03-07,2022-02-23,88,True
7b6b0300,E2289,P2021474,AI Architect,2021-03-07,2022-02-23,89,False
980af23b,E6040,P2021474,ML Engineer,2021-03-07,2022-02-23,80,True
f1a46570,E6925,P2021474,NLP Specialist,2021-03-07,2022-02-23,86,True
d4d40c67,E2288,P2021474,Junior ML Engineer,2021-03-07,2022-02-23,83,True
062b8830,E9222,P2021474,NLP Specialist,2021-03-07,2022-02-23,93,True
4ed0e1b3,E7538,P2021474,NLP Specialist,2021-03-07,2022-02-23,99,True
37ac3a02,E2421,P2021474,Junior ML Engineer,2021-03-07,2022-02-23,86,False
cbc93c29,E8706,P2021475,Smart Contract Engineer,2022-10-01,2023-11-08,95,True
0b156d29,E9367,P2021475,Blockchain Developer,2022-10-01,2023-11-08,99,True
07b7f34d,E9374,P2021475,Smart Contract Engineer,2022-10-01,2023-11-08,92,True
b5419cc7,E5598,P2021475,Blockchain Developer,2022-10-01,2023-11-08,88,True
a23c5382,E7551,P2021475,Smart Contract Engineer,2022-10-01,2023-11-08,80,True
281c6460,E1274,P2021476,Smart Contract Engineer,2023-04-08,2023-10-30,84,True
4f18e866,E5525,P2021476,Blockchain Developer,2023-04-08,2023-10-30,97,False
c9dedece,E4793,P2021476,Blockchain Developer,2023-04-08,2023-10-30,93,True
67417545,E4046,P2021476,Blockchain Developer,2023-04-08,2023-10-30,89,True
1d7819e3,E2101,P2021477,Embedded Engineer,2022-06-03,2022-07-31,96,True
4cd05fc0,E9715,P2021477,IoT Architect,2022-06-03,2022-07-31,91,True
52e0828d,E6051,P2021477,IoT Architect,2022-06-03,2022-07-31,88,True
7c908690,E4991,P2021477,Embedded Engineer,2022-06-03,2022-07-31,82,True
770e29b0,E5150,P2021477,IoT Architect,2022-06-03,2022-07-31,84,True
b085975c,E6362,P2021478,Cloud Architect,2021-09-20,2021-10-21,89,True
ff2854d8,E2689,P2021478,DevOps Engineer,2021-09-20,2021-10-21,87,True
11843562,E3727,P2021478,Solutions Architect,2021-09-20,2021-10-21,88,True
be030d1a,E9266,P2021478,Junior DevOps Engineer,2021-09-20,2021-10-21,83,True
26ade240,E6854,P2021478,DevOps Engineer,2021-09-20,2021-10-21,80,True
27d7dd12,E7776,P2021478,Junior DevOps Engineer,2021-09-20,2021-10-21,100,True
c441a16a,E8849,P2021478,DevOps Engineer,2021-09-20,2021-10-21,81,True
be06d7c8,E2477,P2021478,DevOps Engineer,2021-09-20,2021-10-21,85,False
16356217,E9757,P2021479,Smart Contract Engineer,2023-05-07,2024-07-05,82,True
23ddb5f6,E4441,P2021479,Junior Smart Contract Engineer,2023-05-07,2024-07-05,84,True
8c4de279,E3749,P2021479,Junior Smart Contract Engineer,2023-05-07,2024-07-05,99,True
63881581,E6371,P2021479,Smart Contract Engineer,2023-05-07,2024-07-05,85,True
84cef3f8,E9560,P2021479,Blockchain Developer,2023-05-07,2024-07-05,88,True
7b6d156a,E7173,P2021480,IoT Architect,2023-01-10,2024-03-28,96,True
66a57c56,E4524,P2021480,Embedded Engineer,2023-01-10,2024-03-28,89,True
d9c6f5be,E4610,P2021480,Embedded Engineer,2023-01-10,2024-03-28,100,True
1e182421,E6107,P2021481,Digital Strategist,2022-06-15,2022-09-18,98,True
d4b2af29,E7061,P2021481,Junior Digital Strategist,2022-06-15,2022-09-18,87,True
2217a0ea,E1852,P2021481,Digital Strategist,2022-06-15,2022-09-18,82,True
dfc038c0,E3840,P2021481,Junior Digital Strategist,2022-06-15,2022-09-18,87,True
aa3fd861,E3535,P2021481,Change Manager,2022-06-15,2022-09-18,84,True
6c9b093a,E5836,P2021481,Digital Strategist,2022-06-15,2022-09-18,84,True
104973e6,E5845,P2021481,Digital Strategist,2022-06-15,2022-09-18,88,True
a251c817,E4221,P2021481,Digital Strategist,2022-06-15,2022-09-18,80,True
ee4b76a3,E6838,P2021481,Change Manager,2022-06-15,2022-09-18,83,False
5f113c7d,E8369,P2021482,Data Engineer,2022-09-22,2023-03-22,86,True
c4611dec,E2635,P2021482,Data Engineer,2022-09-22,2023-03-22,95,True
1d6fa468,E7672,P2021482,Junior Analytics Consultant,2022-09-22,2023-03-22,80,True
8f815eef,E2960,P2021483,DevOps Engineer,2022-09-18,2023-04-02,98,False
9492c116,E2610,P2021483,DevOps Engineer,2022-09-18,2023-04-02,83,True
58b8f21a,E5372,P2021483,Solutions Architect,2022-09-18,2023-04-02,93,True
899f7e43,E7831,P2021483,DevOps Engineer,2022-09-18,2023-04-02,96,True
ec839b4c,E2687,P2021483,DevOps Engineer,2022-09-18,2023-04-02,92,True
de29504e,E7265,P2021483,Cloud Architect,2022-09-18,2023-04-02,86,False
0b89ad81,E2528,P2021483,Junior DevOps Engineer,2022-09-18,2023-04-02,96,True
ca095558,E9625,P2021483,Solutions Architect,2022-09-18,2023-04-02,90,True
5cf67d87,E5096,P2021483,DevOps Engineer,2022-09-18,2023-04-02,84,True
9f5307f9,E3023,P2021483,Solutions Architect,2022-09-18,2023-04-02,96,True
