record_id,project_id,tech_domain,department,cost,status,completion_pct,duration_months,milestones_missed,change_requests,risk_score
ERP2021316,P2021316,Cloud Migration,Data,1222544611.93,Delayed,69,8,2,3,2
ERP2021317,P2021317,IoT,Security,495916372.11,Delayed,82,12,2,3,1
ERP2021318,P2021318,Cybersecurity,Security,10773716.65,On-Time,93,10,1,2,1
ERP2021319,P2021319,ERP Implementation,Cloud,8800754.54,Delayed,40,9,0,1,4
ERP2021320,P2021320,Blockchain,Security,937464.58,On-Time,94,5,0,0,2
ERP2021321,P2021321,Blockchain,Data,1509653.09,On-Time,89,2,1,0,3
ERP2021322,P2021322,IoT,Development,665152590.7,On-Time,92,9,1,1,5
ERP2021323,P2021323,ERP Implementation,Cloud,1520076132.54,On-Time,84,11,1,1,4
ERP2021324,P2021324,Cloud Migration,Consulting,771207.0,On-Time,83,4,1,1,2
ERP2021325,P2021325,Data Analytics,Data,26890712.2,On-Time,84,12,0,0,4
ERP2021326,P2021326,IoT,Cloud,827277168.69,Delayed,53,16,0,2,10
ERP2021327,P2021327,AI/ML,Development,1150800829.43,Delayed,31,7,3,2,4
ERP2021328,P2021328,AI/ML,Cloud,1114601291.37,Delayed,46,7,0,4,9
ERP2021329,P2021329,Digital Transformation,Security,21374933.69,On-Time,92,10,0,4,3
ERP2021330,P2021330,Data Analytics,Data,10568639.33,Completed Early,84,12,0,2,5
ERP2021331,P2021331,Digital Transformation,Development,772225692.77,Completed Early,61,14,1,1,4
ERP2021332,P2021332,AI/ML,Security,28766375.17,On-Time,82,16,0,3,2
ERP2021333,P2021333,ERP Implementation,Security,1738162.98,On-Time,99,8,0,0,3
ERP2021334,P2021334,Cloud Migration,Development,6178462.29,On-Time,94,3,0,1,5
ERP2021335,P2021335,Data Analytics,Development,6039042.66,Delayed,65,4,1,4,8
ERP2021336,P2021336,Cybersecurity,Data,16774322.38,Delayed,85,9,0,4,8
ERP2021337,P2021337,Blockchain,Consulting,784773403.4,Delayed,85,1,2,5,3
ERP2021338,P2021338,Cloud Migration,Development,527069.09,On-Time,89,1,1,2,2
ERP2021339,P2021339,Data Analytics,Security,592713367.03,On-Time,84,3,0,1,1
ERP2021340,P2021340,AI/ML,Data,2794193.64,On-Time,86,3,1,5,3
ERP2021341,P2021341,IoT,Security,365169528.73,On-Time,81,15,0,5,3
ERP2021342,P2021342,Cloud Migration,Cloud,1191192035.49,Completed Early,72,6,0,3,1
ERP2021343,P2021343,AI/ML,Development,1007097363.76,Delayed,62,17,0,5,9
ERP2021344,P2021344,IoT,Security,1082712156.05,Delayed,90,16,0,1,5
ERP2021345,P2021345,Cybersecurity,Consulting,4820857.46,On-Time,94,12,1,4,5
ERP2021346,P2021346,IoT,Cloud,1418886354.25,On-Time,81,5,1,2,1
ERP2021347,P2021347,Digital Transformation,Security,3501750.31,Completed Early,80,4,0,3,3
ERP2021348,P2021348,Digital Transformation,Security,891915898.06,On-Time,99,12,1,4,3
ERP2021349,P2021349,Data Analytics,Security,1382938263.99,On-Time,83,4,1,2,5
ERP2021350,P2021350,ERP Implementation,Data,870918480.73,On-Time,89,1,1,2,5
ERP2021351,P2021351,Cybersecurity,Development,607816260.91,On-Time,85,14,0,4,4
ERP2021352,P2021352,Cloud Migration,Development,1011752917.68,On-Time,88,5,1,0,3
ERP2021353,P2021353,Cybersecurity,Consulting,702192256.0,On-Time,94,2,1,2,2
ERP2021354,P2021354,Cybersecurity,Security,597702849.5,On-Time,97,12,1,0,4
ERP2021355,P2021355,ERP Implementation,Development,3921314.16,Delayed,35,12,2,2,1
ERP2021356,P2021356,IoT,Consulting,753316970.69,Completed Early,57,13,0,1,3
ERP2021357,P2021357,AI/ML,Security,1507144.12,Completed Early,37,3,0,0,4
ERP2021358,P2021358,Data Analytics,Development,3274912.71,On-Time,92,7,0,0,5
ERP2021359,P2021359,Data Analytics,Security,995539177.68,On-Time,92,4,0,3,2
ERP2021360,P2021360,Data Analytics,Cloud,8245629.52,Delayed,65,17,3,1,1
ERP2021361,P2021361,IoT,Development,1240363503.38,On-Time,92,6,0,2,1
ERP2021362,P2021362,IoT,Security,31353915.04,Completed Early,88,11,0,2,3
ERP2021363,P2021363,Cloud Migration,Cloud,4143804.68,Delayed,67,10,2,0,6
ERP2021364,P2021364,Cybersecurity,Data,22175423.04,On-Time,96,13,1,1,5
ERP2021365,P2021365,IoT,Data,1212244119.81,On-Time,83,9,0,2,4
ERP2021366,P2021366,Digital Transformation,Data,42607850.02,On-Time,84,17,0,0,5
ERP2021367,P2021367,Cloud Migration,Data,1153832821.71,On-Time,98,4,0,3,1
ERP2021368,P2021368,Cloud Migration,Development,8493472.24,On-Time,92,10,0,1,4
ERP2021369,P2021369,ERP Implementation,Cloud,8863367.36,Completed Early,48,12,1,0,5
ERP2021370,P2021370,Digital Transformation,Data,1322405267.96,On-Time,93,15,0,2,2
ERP2021371,P2021371,AI/ML,Cloud,31199141.36,On-Time,82,15,0,0,1
ERP2021372,P2021372,ERP Implementation,Security,18541080.54,Delayed,59,10,0,1,7
ERP2021373,P2021373,Digital Transformation,Security,1261491550.93,On-Time,89,17,0,4,1
ERP2021374,P2021374,IoT,Security,18698065.75,On-Time,86,9,0,4,3
ERP2021375,P2021375,ERP Implementation,Development,1609318978.37,Delayed,37,1,2,1,5
ERP2021376,P2021376,IoT,Cloud,604965337.58,On-Time,93,12,0,1,2
ERP2021377,P2021377,ERP Implementation,Consulting,1582646836.69,Completed Early,58,13,1,5,3
ERP2021378,P2021378,AI/ML,Cloud,614210124.27,On-Time,80,13,1,1,3
ERP2021379,P2021379,Digital Transformation,Cloud,1050079635.86,Delayed,44,6,2,3,5
ERP2021380,P2021380,Digital Transformation,Development,2234098.65,On-Time,92,5,1,0,5
ERP2021381,P2021381,Data Analytics,Development,785039647.87,On-Time,82,15,0,3,2
ERP2021382,P2021382,IoT,Cloud,5671893.05,On-Time,95,18,1,4,3
ERP2021383,P2021383,Data Analytics,Data,4466300.1,Delayed,50,2,3,2,7
ERP2021384,P2021384,ERP Implementation,Data,24924002.3,On-Time,93,9,1,3,4
ERP2021385,P2021385,Blockchain,Consulting,5265475.04,Delayed,66,3,1,2,9
ERP2021386,P2021386,Blockchain,Security,4241538.14,Delayed,88,2,2,0,4
ERP2021387,P2021387,Cybersecurity,Development,972941298.96,Delayed,79,14,1,0,7
ERP2021388,P2021388,AI/ML,Cloud,2426394.72,On-Time,88,5,0,5,2
ERP2021389,P2021389,Cybersecurity,Cloud,9837946.22,On-Time,89,7,0,0,3
ERP2021390,P2021390,Cloud Migration,Consulting,995562749.22,On-Time,80,6,1,4,5
ERP2021391,P2021391,Data Analytics,Consulting,785613940.67,On-Time,99,6,0,2,5
ERP2021392,P2021392,IoT,Security,864802204.05,On-Time,99,6,0,3,3
ERP2021393,P2021393,Digital Transformation,Data,49491065.31,Completed Early,48,17,0,2,5
ERP2021394,P2021394,Blockchain,Development,56645567.6,Delayed,64,17,3,3,6
ERP2021395,P2021395,Data Analytics,Security,606158.88,On-Time,94,2,0,0,3
ERP2021396,P2021396,Cloud Migration,Development,13571037.55,On-Time,97,5,1,0,1
ERP2021397,P2021397,Cloud Migration,Cloud,5123085.49,Delayed,61,15,0,4,6
ERP2021398,P2021398,ERP Implementation,Cloud,1833958649.69,On-Time,86,1,1,2,1
ERP2021399,P2021399,Cybersecurity,Cloud,18068638.72,Delayed,57,13,0,1,10
ERP2021400,P2021400,Cybersecurity,Development,1114332569.99,Delayed,41,13,0,5,9
ERP2021401,P2021401,IoT,Consulting,616014349.93,On-Time,90,14,0,0,2
ERP2021402,P2021402,ERP Implementation,Cloud,4445135.17,On-Time,83,7,1,4,3
ERP2021403,P2021403,Digital Transformation,Security,1066673017.52,On-Time,91,16,0,2,1
ERP2021404,P2021404,Data Analytics,Consulting,1380956319.65,Completed Early,58,14,1,3,3
ERP2021405,P2021405,Data Analytics,Data,1128558212.28,On-Time,86,12,0,0,5
ERP2021406,P2021406,AI/ML,Data,2395904.51,On-Time,100,7,0,1,2
ERP2021407,P2021407,Cloud Migration,Development,954611008.93,On-Time,87,3,1,1,5
ERP2021408,P2021408,ERP Implementation,Cloud,889939017.65,On-Time,82,6,1,5,5
ERP2021409,P2021409,Cybersecurity,Development,20551670.75,On-Time,98,8,0,5,4
ERP2021410,P2021410,Data Analytics,Security,11752391.25,On-Time,89,9,0,0,1
ERP2021411,P2021411,Data Analytics,Data,3446761.27,On-Time,89,3,1,1,4
ERP2021412,P2021412,Blockchain,Development,450705786.72,On-Time,95,13,1,0,2
ERP2021413,P2021413,ERP Implementation,Security,641099185.01,On-Time,86,5,1,2,1
ERP2021414,P2021414,Cybersecurity,Cloud,3975574.16,On-Time,91,4,1,3,2
ERP2021415,P2021415,Cloud Migration,Consulting,16568785.28,Completed Early,72,14,0,0,2
ERP2021416,P2021416,Digital Transformation,Consulting,25692500.84,Delayed,81,11,1,2,4
ERP2021417,P2021417,Cybersecurity,Data,4642234.03,Delayed,72,15,3,5,7
ERP2021418,P2021418,Cloud Migration,Consulting,1219473795.82,On-Time,99,5,0,5,4
ERP2021419,P2021419,IoT,Cloud,1781903.85,Delayed,35,1,1,4,5
ERP2021420,P2021420,AI/ML,Consulting,4946679.27,On-Time,88,13,1,0,1
ERP2021421,P2021421,Cloud Migration,Data,20309024.29,On-Time,89,9,0,5,2
ERP2021422,P2021422,IoT,Cloud,562760701.78,On-Time,97,15,1,2,4
ERP2021423,P2021423,Cybersecurity,Development,7805577.43,Delayed,69,12,3,0,1
ERP2021424,P2021424,Cybersecurity,Consulting,9253620.22,Delayed,63,5,1,5,4
ERP2021425,P2021425,ERP Implementation,Development,30811873.54,On-Time,86,16,1,4,3
ERP2021426,P2021426,Data Analytics,Cloud,919451.02,On-Time,94,1,0,4,1
ERP2021427,P2021427,Blockchain,Cloud,55952194.88,On-Time,94,16,1,2,5
ERP2021428,P2021428,Cybersecurity,Cloud,5378249.46,On-Time,90,3,0,4,4
ERP2021429,P2021429,Data Analytics,Data,1381756615.29,Delayed,88,13,0,1,4
ERP2021430,P2021430,ERP Implementation,Security,9646158.29,On-Time,90,10,1,4,1
ERP2021431,P2021431,Blockchain,Data,18673473.92,On-Time,80,15,0,0,5
ERP2021432,P2021432,Data Analytics,Security,1030568722.39,On-Time,84,13,1,5,5
ERP2021433,P2021433,IoT,Data,550132369.65,On-Time,87,15,1,3,4
ERP2021434,P2021434,AI/ML,Security,578237683.71,On-Time,86,17,1,5,2
ERP2021435,P2021435,ERP Implementation,Development,1614979227.92,On-Time,92,10,0,4,5
ERP2021436,P2021436,Cybersecurity,Data,15092821.65,Delayed,49,12,0,0,2
ERP2021437,P2021437,Digital Transformation,Development,3551755.59,On-Time,89,12,1,4,2
ERP2021438,P2021438,Digital Transformation,Security,1112250875.19,Delayed,44,15,2,1,8
ERP2021439,P2021439,AI/ML,Development,578215438.81,Delayed,62,6,0,2,7
ERP2021440,P2021440,ERP Implementation,Data,7259786.76,Delayed,69,5,0,2,1
ERP2021441,P2021441,Cloud Migration,Cloud,4758659.17,On-Time,94,10,1,3,4
ERP2021442,P2021442,Blockchain,Cloud,581152773.65,On-Time,92,6,0,1,2
ERP2021443,P2021443,Cybersecurity,Development,4673606.88,Delayed,63,8,1,2,5
ERP2021444,P2021444,Blockchain,Cloud,4639897.66,Delayed,44,8,0,3,9
ERP2021445,P2021445,IoT,Security,13119527.36,On-Time,86,17,0,4,2
ERP2021446,P2021446,IoT,Data,652821651.56,On-Time,99,3,0,3,2
ERP2021447,P2021447,Cybersecurity,Security,768670602.04,On-Time,86,14,0,1,5
ERP2021448,P2021448,IoT,Security,673698055.15,On-Time,84,8,1,3,5
ERP2021449,P2021449,Digital Transformation,Cloud,873253873.98,Delayed,60,16,2,2,6
ERP2021450,P2021450,Data Analytics,Development,2410173.11,On-Time,80,2,0,5,5
ERP2021451,P2021451,Blockchain,Cloud,710514143.21,On-Time,92,17,0,3,5
ERP2021452,P2021452,Digital Transformation,Security,15909682.81,On-Time,89,16,0,5,2
ERP2021453,P2021453,Data Analytics,Cloud,1234941926.19,On-Time,93,10,1,2,5
ERP2021454,P2021454,ERP Implementation,Data,1723549.71,On-Time,84,2,1,0,5
ERP2021455,P2021455,IoT,Security,937383446.84,On-Time,91,12,0,5,1
ERP2021456,P2021456,AI/ML,Cloud,1389954002.01,On-Time,98,10,0,5,2
ERP2021457,P2021457,ERP Implementation,Data,22537354.1,Delayed,49,12,3,1,10
ERP2021458,P2021458,IoT,Security,17795876.49,Delayed,64,11,2,2,1
ERP2021459,P2021459,Blockchain,Cloud,947832618.28,On-Time,83,6,1,5,1
ERP2021460,P2021460,Digital Transformation,Consulting,41511843.54,Delayed,42,16,3,0,8
ERP2021461,P2021461,Cybersecurity,Security,4504692.48,Delayed,52,11,1,5,9
ERP2021462,P2021462,Cybersecurity,Development,7291961.48,Delayed,46,12,3,0,9
ERP2021463,P2021463,AI/ML,Cloud,1241773057.54,On-Time,88,3,1,4,1
ERP2021464,P2021464,Blockchain,Security,1048342634.15,On-Time,97,4,1,0,2
ERP2021465,P2021465,Cloud Migration,Cloud,1269685609.21,On-Time,95,5,1,3,3
ERP2021466,P2021466,IoT,Data,8132120.06,On-Time,87,5,1,0,5
ERP2021467,P2021467,Data Analytics,Consulting,800828.75,On-Time,95,5,1,3,1
ERP2021468,P2021468,IoT,Data,977920800.83,On-Time,86,7,0,5,2
ERP2021469,P2021469,Cloud Migration,Security,9038460.52,Delayed,54,5,1,0,3
ERP2021470,P2021470,ERP Implementation,Cloud,8271934.64,On-Time,87,15,0,1,5
ERP2021471,P2021471,Blockchain,Security,6525105.74,On-Time,94,2,1,0,5
ERP2021472,P2021472,Digital Transformation,Data,1204685976.95,Delayed,87,16,1,5,5
ERP2021473,P2021473,ERP Implementation,Consulting,795062351.33,On-Time,88,15,1,2,5
ERP2021474,P2021474,AI/ML,Development,660694771.05,On-Time,85,11,1,4,1
ERP2021475,P2021475,Blockchain,Security,1108515178.01,On-Time,98,13,1,2,2
ERP2021476,P2021476,Blockchain,Development,720132898.67,On-Time,99,6,1,3,1
ERP2021477,P2021477,IoT,Security,621171.05,Delayed,70,1,2,2,9
ERP2021478,P2021478,Cloud Migration,Cloud,964142347.51,Delayed,88,1,2,1,3
ERP2021479,P2021479,Blockchain,Cloud,886829215.53,Delayed,50,14,3,1,10
ERP2021480,P2021480,IoT,Security,825875426.01,On-Time,99,14,1,3,2
ERP2021481,P2021481,Digital Transformation,Development,5321706.94,On-Time,91,3,1,0,4
ERP2021482,P2021482,Data Analytics,Development,1504708670.79,On-Time,84,6,0,0,1
ERP2021483,P2021483,Cloud Migration,Cloud,1304255540.72,Delayed,68,6,2,3,7
ERP2021484,P2021484,AI/ML,Cloud,528478593.87,On-Time,99,15,0,3,4
ERP2021485,P2021485,Cybersecurity,Data,8255876.81,On-Time,91,6,1,2,5
ERP2021486,P2021486,Blockchain,Data,725364484.63,On-Time,86,11,1,3,1
ERP2021487,P2021487,IoT,Development,3432925.83,Delayed,31,2,3,3,4
ERP2021488,P2021488,AI/ML,Data,949511810.33,On-Time,96,11,0,1,4
ERP2021489,P2021489,IoT,Consulting,16126791.35,On-Time,94,11,1,2,5
ERP2021490,P2021490,Blockchain,Cloud,17863551.74,Completed Early,31,15,0,0,5
ERP2021491,P2021491,IoT,Cloud,23355313.7,Delayed,56,14,2,1,3
ERP2021492,P2021492,Blockchain,Data,1792881.37,Delayed,70,3,3,5,2
ERP2021493,P2021493,Blockchain,Cloud,390609099.44,On-Time,94,2,1,0,1
ERP2021494,P2021494,Cloud Migration,Consulting,918555023.52,On-Time,89,1,0,2,5
ERP2021495,P2021495,IoT,Development,33759820.4,On-Time,97,15,1,0,2
ERP2021496,P2021496,Blockchain,Consulting,766522785.98,On-Time,95,12,1,5,5
ERP2021497,P2021497,Cloud Migration,Consulting,14148646.05,On-Time,90,15,0,4,4
ERP2021498,P2021498,Cybersecurity,Cloud,7890464.3,Delayed,47,17,0,5,8
ERP2021499,P2021499,Cybersecurity,Development,965220340.93,On-Time,82,13,1,1,3
ERP2022000,P2022000,Cybersecurity,Consulting,1335803359.87,Delayed,36,11,2,2,6
ERP2022001,P2022001,ERP Implementation,Consulting,5104400.63,On-Time,88,8,0,3,5
ERP2022002,P2022002,ERP Implementation,Development,773746891.85,Delayed,76,13,0,0,6
ERP2022003,P2022003,IoT,Development,20126307.52,On-Time,83,13,0,4,2
ERP2022004,P2022004,ERP Implementation,Consulting,20203313.8,Delayed,42,16,0,3,10
ERP2022005,P2022005,Digital Transformation,Cloud,936505930.09,On-Time,83,5,0,1,2
ERP2022006,P2022006,Blockchain,Security,5301055.56,On-Time,81,17,1,0,4
ERP2022007,P2022007,Cybersecurity,Data,16264507.2,On-Time,86,15,1,3,4
ERP2022008,P2022008,Data Analytics,Consulting,597861005.28,On-Time,97,14,1,0,4
ERP2022009,P2022009,Digital Transformation,Consulting,879853663.78,Delayed,51,10,3,2,1
ERP2022010,P2022010,ERP Implementation,Security,3165360.45,On-Time,82,4,0,1,5
ERP2022011,P2022011,Blockchain,Consulting,23286444.55,On-Time,80,6,1,5,3
ERP2022012,P2022012,Blockchain,Consulting,10317833.16,Delayed,69,13,2,1,9
ERP2022013,P2022013,Cloud Migration,Cloud,27003765.82,On-Time,86,15,0,0,4
ERP2022014,P2022014,Data Analytics,Cloud,1243822.79,Delayed,39,5,3,0,6
ERP2022015,P2022015,IoT,Development,1439016405.58,Delayed,52,9,1,2,2
ERP2022016,P2022016,IoT,Cloud,1673634.89,Completed Early,89,3,0,2,5
ERP2022017,P2022017,Cybersecurity,Development,11256738.87,On-Time,83,6,1,5,5
ERP2022018,P2022018,Cloud Migration,Cloud,638843022.27,On-Time,92,8,0,2,2
ERP2022019,P2022019,Cloud Migration,Development,7592278.12,On-Time,97,14,1,4,5
ERP2022020,P2022020,Data Analytics,Data,502612331.48,On-Time,80,6,1,2,4
ERP2022021,P2022021,Data Analytics,Data,1068438494.21,On-Time,88,7,0,4,2
ERP2022022,P2022022,Digital Transformation,Cloud,3191116.37,On-Time,99,1,1,4,5
ERP2022023,P2022023,ERP Implementation,Consulting,10615692.35,On-Time,98,17,0,5,2
ERP2022024,P2022024,AI/ML,Cloud,518174351.19,On-Time,88,17,1,4,2
ERP2022025,P2022025,IoT,Security,28105413.58,On-Time,100,16,1,2,4
ERP2022026,P2022026,Digital Transformation,Cloud,44171313.86,Completed Early,62,12,1,4,1
ERP2022027,P2022027,Data Analytics,Development,1897967121.96,On-Time,85,9,0,3,4
ERP2022028,P2022028,ERP Implementation,Cloud,27131291.38,Delayed,80,16,3,2,1
ERP2022029,P2022029,ERP Implementation,Development,845465.05,Completed Early,73,4,1,0,1
ERP2022030,P2022030,IoT,Development,2617975.72,On-Time,96,15,1,3,5
ERP2022031,P2022031,Digital Transformation,Security,1156013693.17,On-Time,81,6,0,4,5
ERP2022032,P2022032,Cloud Migration,Development,851253179.13,Completed Early,74,6,1,4,1
ERP2022033,P2022033,ERP Implementation,Cloud,3903342.06,On-Time,81,14,1,0,5
ERP2022034,P2022034,IoT,Cloud,553738627.37,On-Time,88,1,1,2,3
ERP2022035,P2022035,Blockchain,Development,775010251.86,On-Time,87,12,1,3,4
ERP2022036,P2022036,AI/ML,Security,44804463.18,On-Time,82,17,1,0,1
ERP2022037,P2022037,IoT,Cloud,881571217.99,Delayed,47,5,1,3,6
ERP2022038,P2022038,IoT,Development,993709959.56,Completed Early,63,5,0,3,3
ERP2022039,P2022039,Data Analytics,Data,10372341.27,Completed Early,49,5,0,5,1
ERP2022040,P2022040,Cloud Migration,Security,8972268.78,Delayed,30,3,3,5,7
ERP2022041,P2022041,AI/ML,Cloud,621509233.96,On-Time,83,9,0,3,4
ERP2022042,P2022042,Digital Transformation,Security,685384874.89,On-Time,85,6,1,2,4
ERP2022043,P2022043,Cloud Migration,Consulting,4808928.21,On-Time,86,13,1,4,2
ERP2022044,P2022044,Cloud Migration,Security,2538488.53,On-Time,97,12,0,5,1
ERP2022045,P2022045,Blockchain,Development,8403588.79,On-Time,95,8,0,3,4
ERP2022046,P2022046,Blockchain,Security,43316201.79,On-Time,82,11,0,1,4
ERP2022047,P2022047,Digital Transformation,Development,8435609.5,On-Time,94,8,0,0,1
ERP2022048,P2022048,Digital Transformation,Development,1144593.25,On-Time,90,5,1,5,3
ERP2022049,P2022049,ERP Implementation,Development,5014309.8,Delayed,67,9,1,2,9
ERP2022050,P2022050,Digital Transformation,Consulting,5509348.57,On-Time,91,5,1,4,3
ERP2022051,P2022051,ERP Implementation,Data,756358693.17,On-Time,80,8,1,3,4
ERP2022052,P2022052,AI/ML,Data,1893941.47,Delayed,67,7,0,0,9
ERP2022053,P2022053,Cybersecurity,Consulting,707266336.16,Delayed,39,17,0,3,7
ERP2022054,P2022054,Cloud Migration,Cloud,22810924.23,On-Time,81,11,1,2,5
ERP2022055,P2022055,Digital Transformation,Consulting,9563583.29,On-Time,94,14,1,1,3
ERP2022056,P2022056,IoT,Data,4954322.09,On-Time,94,2,1,4,4
ERP2022057,P2022057,Digital Transformation,Development,816504961.19,Delayed,45,4,2,2,10
ERP2022058,P2022058,Digital Transformation,Data,698991693.51,On-Time,80,5,0,1,5
ERP2022059,P2022059,ERP Implementation,Data,1020870466.04,On-Time,86,10,0,1,5
ERP2022060,P2022060,Data Analytics,Consulting,1371751439.51,On-Time,94,8,0,0,4
ERP2022061,P2022061,Digital Transformation,Development,8805979.67,On-Time,93,3,1,5,4
ERP2022062,P2022062,Data Analytics,Data,1004031.36,On-Time,85,5,0,2,2
ERP2022063,P2022063,IoT,Cloud,828103098.3,On-Time,81,13,0,3,5
ERP2022064,P2022064,Blockchain,Cloud,1450506327.24,On-Time,89,13,1,0,4
ERP2022065,P2022065,Data Analytics,Security,631888107.68,On-Time,96,1,1,4,5
ERP2022066,P2022066,Blockchain,Development,714385868.51,On-Time,87,4,0,4,1
ERP2022067,P2022067,Data Analytics,Development,9367668.74,Delayed,82,8,1,5,1
ERP2022068,P2022068,Digital Transformation,Development,1238222623.98,On-Time,89,3,0,3,5
ERP2022069,P2022069,AI/ML,Cloud,1772352.99,On-Time,86,9,1,3,3
ERP2022070,P2022070,IoT,Cloud,9639712.99,On-Time,80,6,1,3,2
ERP2022071,P2022071,AI/ML,Cloud,9031353.5,On-Time,89,12,0,3,2
ERP2022072,P2022072,AI/ML,Cloud,900524461.24,On-Time,92,3,0,3,1
ERP2022073,P2022073,Blockchain,Development,690478199.44,On-Time,87,11,1,4,1
ERP2022074,P2022074,IoT,Cloud,575956510.89,On-Time,94,6,0,0,2
ERP2022075,P2022075,AI/ML,Data,1488652178.69,On-Time,81,14,1,0,3
ERP2022076,P2022076,ERP Implementation,Consulting,12790245.96,On-Time,96,10,1,3,5
ERP2022077,P2022077,IoT,Security,1960765.43,On-Time,84,12,0,5,4
ERP2022078,P2022078,Blockchain,Security,819336141.11,On-Time,96,14,0,3,2
ERP2022079,P2022079,Cybersecurity,Consulting,3204621.4,Delayed,90,2,3,2,4
ERP2022080,P2022080,AI/ML,Data,7123924.32,On-Time,97,16,1,1,2
ERP2022081,P2022081,Cybersecurity,Data,25044907.17,Delayed,68,10,3,3,4
ERP2022082,P2022082,Cloud Migration,Security,636466976.11,On-Time,90,6,1,0,1
ERP2022083,P2022083,Digital Transformation,Consulting,249256.95,On-Time,81,1,1,4,3
ERP2022084,P2022084,Digital Transformation,Consulting,9305564.01,On-Time,98,13,1,5,4
ERP2022085,P2022085,ERP Implementation,Data,1435443883.15,Delayed,57,10,1,0,3
ERP2022086,P2022086,ERP Implementation,Cloud,768862522.11,On-Time,99,14,0,3,1
ERP2022087,P2022087,Data Analytics,Data,893304672.95,Delayed,62,5,3,0,10
ERP2022088,P2022088,Cybersecurity,Data,9937182.93,On-Time,87,6,0,0,1
ERP2022089,P2022089,Blockchain,Security,4379373.35,On-Time,88,8,1,2,4
ERP2022090,P2022090,Cloud Migration,Development,1234533094.87,On-Time,87,5,1,4,1
ERP2022091,P2022091,ERP Implementation,Development,40358858.05,On-Time,93,13,1,4,1
ERP2022092,P2022092,Digital Transformation,Cloud,1978522332.79,On-Time,81,9,0,3,2
ERP2022093,P2022093,Digital Transformation,Data,47650001.36,On-Time,100,17,0,5,3
ERP2022094,P2022094,AI/ML,Security,27625538.24,On-Time,100,15,0,0,3
ERP2022095,P2022095,ERP Implementation,Security,27641276.93,On-Time,82,13,1,5,4
ERP2022096,P2022096,Data Analytics,Consulting,5784282.07,On-Time,89,11,1,3,4
ERP2022097,P2022097,Digital Transformation,Consulting,830707736.74,On-Time,82,8,1,5,1
ERP2022098,P2022098,AI/ML,Consulting,2545776.55,On-Time,96,14,1,0,5
ERP2022099,P2022099,IoT,Security,645992805.86,On-Time,84,12,1,2,2
ERP2022100,P2022100,Cybersecurity,Consulting,1010952.34,On-Time,92,2,1,2,1
ERP2022101,P2022101,Cybersecurity,Consulting,1142928509.31,Delayed,65,6,3,4,6
ERP2022102,P2022102,Digital Transformation,Data,8651168.56,Delayed,44,15,2,5,4
ERP2022103,P2022103,Cloud Migration,Development,4252367.9,On-Time,82,5,1,0,3
ERP2022104,P2022104,AI/ML,Consulting,432219830.8,On-Time,92,11,0,1,3
ERP2022105,P2022105,Cybersecurity,Consulting,4876791.17,On-Time,85,7,0,0,5
ERP2022106,P2022106,AI/ML,Development,1019696149.87,Delayed,81,2,3,1,1
ERP2022107,P2022107,Data Analytics,Consulting,17966719.46,On-Time,92,12,0,5,2
ERP2022108,P2022108,Blockchain,Security,835684110.17,On-Time,96,2,1,4,3
ERP2022109,P2022109,Cybersecurity,Data,19819206.42,Completed Early,44,13,1,2,4
ERP2022110,P2022110,IoT,Cloud,1011973661.1,Delayed,77,9,0,0,9
ERP2022111,P2022111,Cloud Migration,Cloud,4030961.38,Completed Early,49,2,0,0,4
ERP2022112,P2022112,AI/ML,Cloud,640012503.9,Delayed,79,15,2,5,1
ERP2022113,P2022113,Blockchain,Cloud,678926009.48,On-Time,92,14,1,5,1
ERP2022114,P2022114,ERP Implementation,Consulting,9304702.35,On-Time,87,6,1,5,3
ERP2022115,P2022115,IoT,Cloud,1351310231.0,On-Time,84,11,1,2,5
ERP2022116,P2022116,Cloud Migration,Development,5039190.28,On-Time,84,8,1,0,3
ERP2022117,P2022117,Data Analytics,Data,528988768.9,On-Time,87,5,0,1,3
ERP2022118,P2022118,Cybersecurity,Data,34924930.54,On-Time,96,17,0,1,2
ERP2022119,P2022119,Data Analytics,Development,701908619.21,Delayed,89,7,0,2,7
ERP2022120,P2022120,IoT,Development,4450860.35,On-Time,100,3,0,0,1
ERP2022121,P2022121,Cybersecurity,Data,739900376.3,On-Time,87,8,0,1,4
ERP2022122,P2022122,Digital Transformation,Consulting,1600679839.46,On-Time,99,17,0,5,1
ERP2022123,P2022123,Cloud Migration,Development,17501402.95,On-Time,91,9,0,0,1
ERP2022124,P2022124,AI/ML,Security,5815502.62,On-Time,96,3,0,4,5
ERP2022125,P2022125,IoT,Security,28356772.33,On-Time,81,16,1,4,5
ERP2022126,P2022126,Blockchain,Development,5593553.42,On-Time,87,2,0,4,1
ERP2022127,P2022127,ERP Implementation,Security,902540742.13,On-Time,100,7,0,5,5
ERP2022128,P2022128,Blockchain,Consulting,1207945255.52,On-Time,93,8,0,0,5
ERP2022129,P2022129,Data Analytics,Data,20971574.11,On-Time,98,11,0,4,1
ERP2022130,P2022130,Cybersecurity,Cloud,26568266.71,Delayed,43,7,3,1,9
ERP2022131,P2022131,Digital Transformation,Security,897156099.04,On-Time,91,4,0,2,5
ERP2022132,P2022132,Digital Transformation,Data,651465789.87,Delayed,79,8,3,5,10
ERP2022133,P2022133,Data Analytics,Data,51009837.09,Delayed,32,17,3,4,8
