tender_id,client_name,tech_domain,service_type,communication_channel,estimated_value,margin_pct,industry,team_size,status,is_rfp,submission_date,decision_date,complexity
T2021175,"Baker, Mason and White Solutions",Cloud Migration,Managed Services,Conference,1872166482.61,26.55,Cloud Migration,8,Awarded,True,2023-05-04,2022-10-23,High
T2021176,Harrell LLC Solutions,AI/ML,Integration,LinkedIn,1146263913.79,39.29,ERP Implementation,6,Awarded,False,2022-04-12,2021-05-16,Medium
T2021177,"Mcclain, Miller and Henderson Solutions",Data Analytics,Implementation,Referral,890235390.64,27.9,Data Analytics,9,Lost,True,2021-08-14,2022-02-25,Low
T2021178,Arnold Ltd Solutions,Digital Transformation,Assessment,Conference,1102843506.53,21.91,Digital Transformation,6,Awarded,True,2023-08-24,2021-06-07,High
T2021179,Wilkerson-Day Systems,IoT,Training,LinkedIn,938305358.32,33.61,IoT,10,Awarded,False,2023-07-31,2024-01-27,Medium
T2021180,Williams and Sons Technologies,Cloud Migration,Training,Referral,1904674477.33,27.6,Cloud Migration,12,Awarded,False,2022-07-26,2024-03-18,Medium
T2021181,Dudley Group Systems,Data Analytics,Managed Services,Conference,1356629016.81,27.46,IoT,10,Awarded,True,2022-07-15,2022-09-12,Low
T2021182,Rodriguez-Graham Systems,AI/ML,Optimization,Referral,1066223856.56,38.45,AI/ML,7,Awarded,False,2021-10-27,2022-09-17,Low
T2021183,"Baker, Mason and White Solutions",Cloud Migration,Integration,Email,1207155978.8,26.12,Cloud Migration,12,Awarded,True,2022-07-10,2024-03-27,Medium
T2021184,"Rodriguez, Figueroa and Sanchez Technologies",Cloud Migration,Implementation,Referral,953692970.57,25.49,Cloud Migration,11,Submitted,False,2022-04-08,2022-05-22,Low
T2021185,"Adams, Zuniga and Wong Technologies",Blockchain,Strategy,LinkedIn,1396388037.32,40.12,Blockchain,5,Lost,False,2021-11-20,2023-05-14,Medium
T2021186,Perez Inc Solutions,AI/ML,Managed Services,LinkedIn,1603631411.74,42.26,AI/ML,6,Submitted,True,2021-07-03,2022-05-21,Medium
T2021187,Harrell LLC Solutions,AI/ML,Assessment,Email,955314353.37,45.77,ERP Implementation,5,Lost,True,2021-03-16,2023-04-24,High
T2021188,Davis and Sons Technologies,Digital Transformation,Managed Services,Referral,1270603575.36,26.36,Cloud Migration,3,Awarded,True,2022-11-18,2022-09-05,Medium
T2021189,Frazier Inc Systems,Data Analytics,Optimization,Conference,943649906.32,38.95,Data Analytics,5,Awarded,True,2021-08-19,2022-12-09,Low
T2021190,"Watts, Robinson and Nguyen Technologies",Data Analytics,Integration,Referral,1004682577.56,23.8,Data Analytics,3,Awarded,True,2022-01-31,2022-01-25,Medium
T2021191,"Ferrell, Rice and Maddox Systems",IoT,Assessment,Conference,1027124279.23,21.38,IoT,4,Awarded,True,2021-10-15,2023-10-05,Medium
T2021192,"Henderson, Ramirez and Lewis Solutions",AI/ML,Optimization,LinkedIn,1258106204.47,31.2,AI/ML,7,Submitted,True,2021-01-24,2022-07-20,Medium
T2021193,Smith-Bowen Systems,IoT,Managed Services,Conference,2111377744.33,33.71,IoT,10,Submitted,True,2022-09-29,2021-09-28,Medium
T2021194,Blair PLC Solutions,AI/ML,Assessment,LinkedIn,1011483783.47,39.75,AI/ML,5,Submitted,False,2023-02-05,2023-06-01,High
T2021195,Perez Inc Solutions,Data Analytics,Training,Referral,1393843715.08,23.51,AI/ML,4,Awarded,False,2021-06-09,2024-03-31,Low
T2021196,"Hoffman, Baker and Richards Systems",Data Analytics,Implementation,Conference,2083245620.0,21.4,Cybersecurity,5,Awarded,True,2021-08-27,2022-03-27,High
T2021197,Morales-Jones Technologies,Digital Transformation,Assessment,Conference,1044707295.73,27.9,Digital Transformation,3,Submitted,True,2021-04-29,2024-03-20,Medium
T2021198,Dudley Group Systems,IoT,Integration,LinkedIn,1805163472.72,23.43,IoT,3,Submitted,True,2023-05-18,2023-01-06,High
T2021199,Baker and Sons Systems,Cloud Migration,Strategy,Email,1743394954.66,24.43,Blockchain,15,Submitted,True,2021-10-05,2023-06-10,Medium
T2021200,James Group Systems,ERP Implementation,Assessment,Email,1004687889.08,12.03,ERP Implementation,14,Submitted,False,2021-09-30,2023-01-13,Low
T2021201,Baker and Sons Systems,Blockchain,Optimization,LinkedIn,1219674012.49,40.03,Blockchain,6,Submitted,True,2022-09-04,2023-09-06,Medium
T2021202,Baker and Sons Systems,Blockchain,Implementation,LinkedIn,1449682289.51,37.75,Blockchain,6,Awarded,True,2022-01-22,2021-09-19,Low
T2021203,"Dyer, Potter and Mack Solutions",AI/ML,Implementation,Conference,1152318035.35,29.66,AI/ML,4,Submitted,True,2021-03-10,2023-08-03,Medium
T2021204,"Baker, Mason and White Solutions",Data Analytics,Assessment,Referral,1403292262.9,28.6,Cloud Migration,9,Submitted,True,2021-04-26,2021-11-13,Medium
T2021205,Blair PLC Solutions,AI/ML,Managed Services,Email,858212805.22,38.56,AI/ML,8,Awarded,False,2022-10-19,2022-05-31,Medium
T2021206,Doyle Ltd Solutions,Data Analytics,Strategy,Conference,1764367887.08,20.33,Digital Transformation,7,Awarded,True,2021-12-25,2023-06-24,Medium
T2021207,SecureNet Systems,IoT,Integration,Referral,960735137.89,33.66,Cybersecurity,8,Awarded,True,2023-02-10,2022-02-11,High
T2021208,Perez Inc Solutions,AI/ML,Optimization,LinkedIn,1245070098.47,42.76,AI/ML,5,Awarded,True,2023-04-26,2023-06-03,Medium
T2021209,"Rodriguez, Figueroa and Sanchez Technologies",Cloud Migration,Integration,LinkedIn,1227212069.36,30.9,Cloud Migration,13,Submitted,True,2023-01-30,2021-08-08,Medium
T2021210,"Guzman, Hoffman and Baldwin Technologies",IoT,Optimization,LinkedIn,2036212968.76,42.3,IoT,3,Submitted,False,2022-03-21,2023-10-09,Medium
T2021211,"Mcclure, Ward and Lee Systems",Data Analytics,Implementation,Email,1609559802.99,26.76,Data Analytics,6,Lost,True,2023-09-08,2022-06-11,Medium
T2021212,"Baker, Mason and White Solutions",Cloud Migration,Optimization,Email,1813174015.6,28.23,Cloud Migration,13,Submitted,True,2023-01-06,2022-10-24,Medium
T2021213,"Walter, Edwards and Rios Technologies",Blockchain,Optimization,LinkedIn,1477431164.49,35.18,Data Analytics,10,Lost,False,2023-01-30,2022-11-02,Medium
T2021214,"Ross, Robinson and Bright Solutions",Cybersecurity,Training,LinkedIn,709544258.92,35.29,ERP Implementation,8,Awarded,True,2021-11-09,2022-03-08,Medium
T2021215,James Group Systems,ERP Implementation,Managed Services,LinkedIn,652280750.19,14.08,ERP Implementation,13,Awarded,True,2023-10-02,2023-09-01,Low
T2021216,Williams and Sons Technologies,Cloud Migration,Implementation,Referral,1491454948.14,23.65,Cloud Migration,15,Lost,True,2021-05-01,2024-01-09,Low
T2021217,AI Nexus,AI/ML,Implementation,Conference,1229635613.32,42.51,AI/ML,7,Lost,True,2021-11-06,2021-02-18,Medium
T2021218,"Watts, Robinson and Nguyen Technologies",Data Analytics,Integration,Conference,794898380.77,36.14,Data Analytics,10,Awarded,True,2023-04-23,2021-02-24,Low
T2021219,Harrell LLC Solutions,ERP Implementation,Training,Email,1182729771.41,11.48,ERP Implementation,8,Lost,True,2022-01-03,2021-09-07,High
T2021220,Wilkerson-Day Systems,IoT,Optimization,LinkedIn,1190866290.64,33.92,IoT,7,Awarded,False,2021-06-11,2023-03-06,High
T2021221,"Watts, Robinson and Nguyen Technologies",Data Analytics,Managed Services,Email,1170877456.07,17.66,Data Analytics,6,Awarded,False,2021-03-06,2021-08-10,Medium
T2021222,James Group Systems,ERP Implementation,Integration,LinkedIn,1470189356.86,13.48,ERP Implementation,8,Submitted,True,2023-06-08,2022-12-10,Medium
T2021223,IoT Connect,AI/ML,Assessment,LinkedIn,907125478.53,36.83,IoT,8,Submitted,False,2022-07-29,2024-02-17,Medium
T2021224,DataMind Analytics,Data Analytics,Implementation,Referral,875224709.68,25.43,Data Analytics,3,Awarded,False,2023-03-27,2021-07-07,Medium
T2021225,"Ross, Robinson and Bright Solutions",ERP Implementation,Integration,Referral,1601646460.86,19.69,ERP Implementation,14,Lost,True,2021-10-14,2021-07-10,Medium
T2021226,Williams and Sons Technologies,Cloud Migration,Managed Services,Conference,1398924037.77,20.07,Cloud Migration,9,Awarded,True,2023-03-24,2022-11-30,Low
T2021227,Abbott-Munoz Systems,Blockchain,Training,LinkedIn,948026894.27,37.35,Blockchain,8,Lost,True,2023-02-18,2021-07-25,High
T2021228,Blair PLC Solutions,Cloud Migration,Assessment,LinkedIn,881541451.27,24.46,AI/ML,10,Awarded,True,2023-03-09,2022-11-10,Medium
T2021229,BlockChain Innovations,Blockchain,Optimization,LinkedIn,839562861.36,37.23,Blockchain,8,Submitted,True,2022-01-19,2023-07-02,Medium
T2021230,"Hoffman, Baker and Richards Systems",Cybersecurity,Managed Services,LinkedIn,1215394247.41,39.82,Cybersecurity,4,Awarded,True,2022-10-27,2023-03-30,Low
T2021231,"Adams, Zuniga and Wong Technologies",Blockchain,Training,LinkedIn,1282336000.79,36.5,Blockchain,6,Awarded,True,2021-12-14,2021-11-11,Medium
T2021232,Abbott-Munoz Systems,Blockchain,Managed Services,LinkedIn,1125467564.47,39.44,Blockchain,9,Awarded,True,2021-06-07,2023-02-09,Medium
T2021233,"Henderson, Ramirez and Lewis Solutions",Blockchain,Assessment,LinkedIn,1509444579.55,43.07,AI/ML,6,Submitted,True,2023-03-22,2022-12-12,High
T2021234,James Group Systems,ERP Implementation,Optimization,Conference,1011813201.01,17.35,ERP Implementation,14,Lost,True,2021-10-06,2022-10-08,Medium
T2021235,Smith-Bowen Systems,IoT,Managed Services,LinkedIn,602849977.11,30.62,IoT,9,Submitted,True,2023-10-03,2022-06-11,Medium
T2021236,Abbott-Munoz Systems,IoT,Training,LinkedIn,1812218385.7,24.42,Blockchain,6,Lost,True,2021-02-25,2023-09-03,High
T2021237,"Gardner, Robinson and Lawrence Technologies",AI/ML,Optimization,LinkedIn,1116030987.52,43.22,AI/ML,4,Lost,False,2023-10-20,2021-11-12,Medium
T2021238,"Henderson, Ramirez and Lewis Solutions",AI/ML,Optimization,LinkedIn,1320307268.13,37.88,AI/ML,7,Awarded,True,2023-09-09,2023-05-01,Medium
T2021239,Smith-Bowen Systems,IoT,Integration,LinkedIn,1682636511.69,47.39,IoT,8,Lost,True,2021-06-24,2021-09-11,High
T2021240,"Dyer, Potter and Mack Solutions",AI/ML,Strategy,LinkedIn,902873620.83,34.36,AI/ML,8,Awarded,True,2023-03-30,2022-12-11,High
T2021241,"Reid, Ferguson and Sanchez Technologies",IoT,Training,LinkedIn,1278296756.45,23.97,IoT,6,Awarded,True,2022-03-29,2023-08-01,Medium
T2021242,"Watts, Robinson and Nguyen Technologies",Cybersecurity,Assessment,LinkedIn,784909644.13,26.22,Data Analytics,4,Submitted,True,2021-06-25,2021-09-25,High
T2021243,Harrell LLC Solutions,ERP Implementation,Optimization,LinkedIn,869380005.23,16.77,ERP Implementation,15,Submitted,True,2023-09-03,2021-08-18,Medium
T2021244,Smith-Bowen Systems,IoT,Optimization,LinkedIn,1566715467.64,40.44,IoT,3,Awarded,True,2022-12-04,2021-09-11,Medium
T2021245,"Mcclain, Miller and Henderson Solutions",Data Analytics,Managed Services,Conference,1874745062.86,27.96,Data Analytics,5,Awarded,False,2022-04-20,2023-05-10,Medium
T2021246,Davis and Sons Technologies,Cloud Migration,Integration,Conference,928768449.42,25.39,Cloud Migration,8,Awarded,True,2023-05-30,2023-04-07,Low
T2021247,"Gardner, Robinson and Lawrence Technologies",AI/ML,Training,Conference,1413632248.99,42.62,AI/ML,4,Submitted,False,2022-01-18,2023-02-19,Medium
T2021248,"Watts, Robinson and Nguyen Technologies",Data Analytics,Training,Conference,1135857461.75,22.81,Data Analytics,10,Lost,True,2023-03-07,2023-04-14,Medium
T2021249,Williams and Sons Technologies,Cloud Migration,Optimization,Conference,794255185.34,20.62,Cloud Migration,10,Awarded,False,2021-06-23,2021-11-01,Medium
T2021250,"Henderson, Ramirez and Lewis Solutions",AI/ML,Training,LinkedIn,2132541442.97,39.63,AI/ML,5,Awarded,True,2023-02-25,2023-06-16,Low
T2021251,"Ferrell, Rice and Maddox Systems",IoT,Training,Email,1423872415.39,25.01,IoT,5,Submitted,True,2022-01-19,2022-11-06,High
T2021252,Carlson-Cruz Labs,Cybersecurity,Assessment,LinkedIn,1039096750.77,26.75,Cybersecurity,4,Submitted,False,2023-11-02,2023-11-10,Medium
T2021253,Morales-Jones Technologies,Digital Transformation,Implementation,Referral,928014622.92,19.04,Digital Transformation,10,Submitted,True,2022-03-28,2022-09-21,Low
T2021254,Blake and Sons Solutions,Data Analytics,Training,LinkedIn,937259026.21,28.24,Data Analytics,10,Awarded,False,2023-11-13,2021-09-19,Medium
T2021255,Abbott-Munoz Systems,ERP Implementation,Optimization,Conference,1184615215.5,21.35,Blockchain,8,Awarded,True,2023-05-21,2021-08-28,High
T2021256,Frazier Inc Systems,Digital Transformation,Assessment,Referral,915962680.84,20.81,Data Analytics,3,Submitted,False,2021-06-28,2023-07-19,High
T2021257,ERP Masters,Data Analytics,Optimization,LinkedIn,1508486469.07,25.12,ERP Implementation,8,Awarded,True,2021-12-06,2021-11-12,High
T2021258,"Gardner, Robinson and Lawrence Technologies",ERP Implementation,Managed Services,Conference,896930292.82,22.5,AI/ML,10,Lost,True,2022-07-02,2023-12-20,High
T2021259,Rodriguez-Graham Systems,Cybersecurity,Strategy,Email,1506675516.66,30.5,AI/ML,7,Lost,False,2021-09-17,2021-10-29,Medium
T2021260,"Baker, Mason and White Solutions",Cloud Migration,Assessment,LinkedIn,1415520771.45,16.65,Cloud Migration,14,Submitted,True,2023-04-29,2023-03-10,Medium
T2021261,"Ferrell, Rice and Maddox Systems",Cloud Migration,Integration,Conference,1427135149.18,21.69,IoT,12,Lost,True,2023-09-27,2022-12-02,Medium
T2021262,Harrell LLC Solutions,ERP Implementation,Optimization,Email,699789860.59,16.18,ERP Implementation,13,Submitted,True,2022-03-23,2023-06-29,High
T2021263,Morales-Jones Technologies,Digital Transformation,Training,Referral,1220078164.6,13.86,Digital Transformation,8,Awarded,True,2023-09-21,2023-01-04,High
T2021264,SecureNet Systems,Cybersecurity,Strategy,Conference,916855364.96,31.3,Cybersecurity,7,Submitted,False,2023-06-23,2023-08-23,Low
T2021265,"Reid, Ferguson and Sanchez Technologies",IoT,Integration,Conference,730543444.96,35.19,IoT,5,Awarded,False,2022-07-16,2021-08-10,Medium
T2021266,Garcia-James Solutions,IoT,Strategy,Conference,836260243.83,31.67,IoT,5,Awarded,True,2022-04-25,2023-06-29,Medium
T2021267,"Baker, Mason and White Solutions",Cloud Migration,Implementation,LinkedIn,1219826997.58,21.74,Cloud Migration,9,Awarded,True,2023-07-01,2021-02-19,Low
T2021268,"Mcclure, Ward and Lee Systems",IoT,Strategy,Conference,1071567766.84,27.7,Data Analytics,10,Submitted,True,2021-07-29,2021-08-30,Medium
T2021269,Dudley Group Systems,IoT,Integration,Referral,1011487359.92,37.03,IoT,5,Lost,True,2023-12-23,2024-03-29,Low
T2021270,Frazier Inc Systems,Data Analytics,Integration,LinkedIn,856909802.09,32.18,Data Analytics,6,Awarded,False,2023-06-26,2022-04-20,Low
T2021271,IoT Connect,IoT,Managed Services,LinkedIn,1853285533.96,34.65,IoT,9,Lost,True,2021-10-14,2022-06-22,Medium
T2021272,BlockChain Innovations,Blockchain,Optimization,Conference,946883574.63,27.64,Blockchain,7,Lost,True,2022-09-10,2022-03-27,Medium
T2021273,"Walter, Edwards and Rios Technologies",Data Analytics,Optimization,LinkedIn,1131535801.38,30.89,Data Analytics,3,Lost,False,2023-10-11,2023-04-01,Low
T2021274,Morales-Jones Technologies,Digital Transformation,Managed Services,LinkedIn,1003299316.82,23.86,Digital Transformation,3,Lost,True,2023-05-12,2023-02-18,Medium
T2021275,Davis and Sons Technologies,Cloud Migration,Strategy,LinkedIn,1147730221.31,25.43,Cloud Migration,9,Submitted,True,2021-05-04,2023-04-26,Medium
T2021276,"Ferrell, Rice and Maddox Systems",IoT,Strategy,Conference,1297988417.67,37.84,IoT,9,Awarded,True,2021-11-09,2022-08-22,Low
T2021277,BlockChain Innovations,Blockchain,Training,LinkedIn,1062820636.9,41.69,Blockchain,5,Awarded,True,2021-05-16,2022-10-28,Medium
T2021278,Harrell LLC Solutions,Data Analytics,Assessment,LinkedIn,1056246922.09,25.56,ERP Implementation,4,Submitted,True,2021-04-23,2022-10-26,Medium
T2021279,"Dyer, Potter and Mack Solutions",Cloud Migration,Integration,LinkedIn,1059920704.01,26.97,AI/ML,10,Submitted,True,2022-12-12,2024-01-07,Medium
T2021280,Harrell LLC Solutions,ERP Implementation,Integration,LinkedIn,2241420197.33,21.45,ERP Implementation,12,Lost,False,2021-03-02,2022-12-18,High
T2021281,Abbott-Munoz Systems,Blockchain,Assessment,LinkedIn,1090550246.74,44.36,Blockchain,4,Awarded,True,2023-10-21,2022-01-07,Medium
T2021282,Garcia-James Solutions,Cloud Migration,Strategy,LinkedIn,1064033451.85,31.01,IoT,8,Lost,True,2021-04-05,2023-09-24,Medium
T2021283,Doyle Ltd Solutions,Digital Transformation,Training,Email,888752529.94,11.81,Digital Transformation,3,Lost,False,2023-05-09,2022-05-05,Medium
T2021284,"Adams, Zuniga and Wong Technologies",ERP Implementation,Training,LinkedIn,1082242629.34,10.65,Blockchain,9,Awarded,True,2021-04-18,2022-02-02,Medium
T2021285,Wilkerson-Day Systems,IoT,Optimization,LinkedIn,1988579641.12,32.09,IoT,10,Submitted,False,2022-11-02,2021-07-26,Medium
T2021286,TechNovate Solutions,Digital Transformation,Integration,LinkedIn,1126098814.97,23.63,Digital Transformation,7,Awarded,True,2023-10-08,2022-03-07,High
T2021287,Baker and Sons Systems,Data Analytics,Strategy,LinkedIn,619494689.2,32.15,Blockchain,9,Submitted,True,2021-01-20,2022-12-18,Low
T2021288,"Dyer, Potter and Mack Solutions",AI/ML,Strategy,Conference,1515505429.57,36.18,AI/ML,6,Submitted,False,2023-05-10,2023-11-04,High
T2021289,Doyle Ltd Solutions,Cloud Migration,Optimization,LinkedIn,1694886293.32,17.61,Digital Transformation,11,Awarded,False,2023-02-02,2023-08-27,High
T2021290,BlockChain Innovations,Blockchain,Strategy,LinkedIn,1061733625.45,41.69,Blockchain,9,Awarded,True,2021-09-25,2022-05-30,Medium
T2021291,Arnold Ltd Solutions,IoT,Managed Services,Referral,2376662753.77,35.16,Digital Transformation,8,Awarded,True,2022-02-20,2021-11-05,High
T2021292,"Snyder, Campos and Callahan Technologies",Digital Transformation,Assessment,LinkedIn,1295576303.19,22.91,Digital Transformation,10,Awarded,True,2023-01-04,2022-04-01,Medium
T2021293,"Watts, Robinson and Nguyen Technologies",Data Analytics,Optimization,LinkedIn,931961411.8,25.7,Data Analytics,5,Awarded,False,2021-03-24,2022-04-16,High
T2021294,Arnold Ltd Solutions,Digital Transformation,Assessment,Referral,930218563.68,26.15,Digital Transformation,8,Awarded,True,2022-06-17,2022-01-22,Low
T2021295,"Flowers, Martin and Kelly Technologies",Data Analytics,Optimization,LinkedIn,1042052377.11,28.36,Digital Transformation,4,Awarded,True,2021-05-07,2022-05-01,Low
T2021296,"Flowers, Martin and Kelly Technologies",Digital Transformation,Training,Conference,1329214376.87,24.39,Digital Transformation,4,Awarded,False,2021-06-03,2021-03-16,High
T2021297,"Guzman, Hoffman and Baldwin Technologies",Blockchain,Optimization,Referral,1031985402.79,45.19,IoT,4,Lost,True,2021-03-29,2023-09-02,Low
T2021298,"Ross, Robinson and Bright Solutions",ERP Implementation,Strategy,Referral,896605177.49,18.65,ERP Implementation,15,Awarded,True,2022-12-26,2022-04-15,High
T2021299,Abbott-Munoz Systems,Blockchain,Training,Referral,1346730212.85,37.78,Blockchain,3,Awarded,True,2022-08-28,2023-11-18,Medium
T2022000,"Hoffman, Baker and Richards Systems",Cybersecurity,Implementation,LinkedIn,911959082.84,33.78,Cybersecurity,7,Awarded,True,2023-12-13,2022-06-25,Medium
T2022001,Baker and Sons Systems,IoT,Assessment,Referral,1806119822.47,36.35,Blockchain,8,Awarded,True,2023-10-26,2022-11-20,Medium
T2022002,Davis and Sons Technologies,Cloud Migration,Optimization,Conference,2111773647.88,27.07,Cloud Migration,8,Awarded,True,2023-08-25,2024-01-20,Medium
T2022003,"Snyder, Campos and Callahan Technologies",Cybersecurity,Managed Services,LinkedIn,827863520.12,26.13,Digital Transformation,5,Awarded,False,2021-04-25,2022-04-25,Medium
T2022004,James Group Systems,ERP Implementation,Implementation,Referral,1883822082.18,11.11,ERP Implementation,10,Submitted,True,2023-01-05,2021-03-29,High
T2022005,Williams and Sons Technologies,Cybersecurity,Optimization,Conference,1182716653.11,33.27,Cloud Migration,5,Lost,False,2023-10-06,2024-02-15,Medium
T2022006,Morales-Jones Technologies,Digital Transformation,Strategy,LinkedIn,857994772.51,23.4,Digital Transformation,6,Awarded,True,2022-02-17,2021-10-25,Medium
T2022007,Davis and Sons Technologies,ERP Implementation,Training,LinkedIn,1250140314.52,32.23,Cloud Migration,10,Awarded,True,2021-08-16,2024-01-13,High
T2022008,AI Nexus,AI/ML,Training,Email,1495139373.93,35.55,AI/ML,7,Submitted,True,2021-10-07,2021-12-19,High
T2022009,"Reid, Ferguson and Sanchez Technologies",Blockchain,Integration,Conference,1286151787.18,42.41,IoT,5,Lost,True,2023-01-01,2022-05-03,Medium
T2022010,Davis and Sons Technologies,Cloud Migration,Implementation,Referral,1385318322.78,21.05,Cloud Migration,12,Submitted,True,2023-03-13,2021-04-07,Low
T2022011,Arnold Ltd Solutions,Data Analytics,Assessment,Conference,1800591921.07,37.41,Digital Transformation,4,Submitted,False,2022-05-03,2023-01-11,High
T2022012,"Mcclain, Miller and Henderson Solutions",Data Analytics,Assessment,Email,1031614178.49,35.97,Data Analytics,8,Submitted,True,2021-05-19,2023-01-18,Medium
T2022013,IoT Connect,AI/ML,Implementation,LinkedIn,1158068308.79,30.05,IoT,7,Lost,True,2023-02-15,2023-01-20,Medium
T2022014,IoT Connect,Data Analytics,Optimization,LinkedIn,1669871867.73,28.28,IoT,4,Lost,True,2022-10-15,2022-07-19,High
T2022015,AI Nexus,AI/ML,Integration,Referral,1902853378.66,26.54,AI/ML,5,Submitted,False,2021-07-10,2022-12-24,Medium
T2022016,Carlson-Cruz Labs,AI/ML,Training,LinkedIn,1058047386.36,34.21,Cybersecurity,5,Lost,True,2021-07-27,2022-12-10,Medium
T2022017,"Guzman, Hoffman and Baldwin Technologies",IoT,Integration,Conference,732005274.44,26.94,IoT,7,Submitted,True,2021-04-12,2023-04-15,Medium
T2022018,Morales-Jones Technologies,Digital Transformation,Strategy,LinkedIn,1229349087.55,26.12,Digital Transformation,9,Submitted,True,2023-09-11,2022-03-15,Low
T2022019,"Gardner, Robinson and Lawrence Technologies",AI/ML,Assessment,LinkedIn,815434491.35,28.55,AI/ML,4,Lost,True,2023-03-26,2023-09-22,Medium
T2022020,"Dyer, Potter and Mack Solutions",AI/ML,Implementation,Conference,1984160493.76,33.32,AI/ML,7,Awarded,True,2022-01-18,2023-08-01,Low
T2022021,Gray-Mayo Systems,Digital Transformation,Training,LinkedIn,766091669.14,20.7,Digital Transformation,7,Submitted,False,2021-07-18,2021-07-25,Medium
T2022022,Baker and Sons Systems,Blockchain,Training,Conference,1108128294.75,38.77,Blockchain,6,Submitted,True,2023-12-07,2023-06-07,High
T2022023,Rodriguez-Graham Systems,Blockchain,Assessment,LinkedIn,1183174383.6,26.52,AI/ML,6,Submitted,True,2021-03-13,2023-11-25,Medium
T2022024,Wilkerson-Day Systems,Cybersecurity,Implementation,LinkedIn,1481938979.32,28.85,IoT,7,Lost,True,2022-03-10,2022-03-01,Low
T2022025,"Reid, Ferguson and Sanchez Technologies",IoT,Optimization,Conference,1686168762.41,41.24,IoT,6,Awarded,False,2022-06-13,2022-11-16,High
T2022026,AI Nexus,AI/ML,Managed Services,LinkedIn,862889765.1,33.66,AI/ML,8,Lost,True,2021-01-26,2024-01-06,High
T2022027,ERP Masters,ERP Implementation,Strategy,LinkedIn,1224160095.16,32.87,ERP Implementation,9,Awarded,True,2022-08-09,2024-02-01,High
T2022028,"Adams, Zuniga and Wong Technologies",Blockchain,Strategy,Conference,1193931825.66,40.07,Blockchain,10,Submitted,True,2023-04-03,2021-04-20,Medium
T2022029,"Mcclure, Ward and Lee Systems",Data Analytics,Managed Services,LinkedIn,1151633441.46,28.99,Data Analytics,10,Lost,True,2022-09-13,2022-10-29,Medium
T2022030,Morales-Jones Technologies,Cloud Migration,Implementation,Email,1020641916.92,22.13,Digital Transformation,11,Awarded,False,2022-10-20,2022-08-05,High
T2022031,Burton Ltd Solutions,Cybersecurity,Optimization,LinkedIn,1021693976.16,29.84,Cybersecurity,5,Awarded,True,2023-11-24,2023-03-07,High
T2022032,"Walter, Edwards and Rios Technologies",Cloud Migration,Implementation,LinkedIn,1241621901.89,21.44,Data Analytics,14,Awarded,True,2021-03-01,2022-01-21,Low
T2022033,"Guzman, Hoffman and Baldwin Technologies",Data Analytics,Managed Services,LinkedIn,1888319610.48,26.73,IoT,3,Awarded,True,2023-08-09,2023-12-01,Medium
T2022034,ERP Masters,ERP Implementation,Training,LinkedIn,1668527494.44,6.75,ERP Implementation,15,Awarded,False,2023-08-30,2024-03-05,Medium
T2022035,"Mcclain, Miller and Henderson Solutions",Digital Transformation,Managed Services,Referral,645630688.9,28.23,Data Analytics,4,Submitted,True,2022-03-15,2022-04-29,Medium
T2022036,Rodriguez-Graham Systems,AI/ML,Strategy,Conference,1075792051.35,33.29,AI/ML,8,Lost,False,2021-01-19,2023-09-28,High
T2022037,Frazier Inc Systems,Data Analytics,Managed Services,Referral,952318668.63,20.96,Data Analytics,6,Awarded,False,2022-07-18,2023-06-17,High
T2022038,Williams and Sons Technologies,Cloud Migration,Integration,LinkedIn,2034338236.43,19.45,Cloud Migration,12,Awarded,True,2021-07-29,2021-02-15,Medium
T2022039,"Dyer, Potter and Mack Solutions",ERP Implementation,Managed Services,Conference,1761130567.18,24.68,AI/ML,12,Awarded,True,2022-11-20,2022-08-20,Medium
T2022040,Abbott-Munoz Systems,Blockchain,Implementation,Conference,857078222.86,43.61,Blockchain,7,Submitted,False,2021-04-27,2023-05-08,Medium
T2022041,Rodriguez-Graham Systems,AI/ML,Managed Services,LinkedIn,1392780084.4,32.38,AI/ML,7,Submitted,True,2023-03-07,2021-04-13,Medium
T2022042,"Ross, Robinson and Bright Solutions",ERP Implementation,Integration,Referral,1489423259.83,13.89,ERP Implementation,11,Awarded,False,2023-01-05,2023-12-05,Medium
T2022043,"Mcclain, Miller and Henderson Solutions",Cybersecurity,Implementation,LinkedIn,1074701769.93,28.8,Data Analytics,7,Awarded,False,2022-01-10,2022-12-19,Medium
T2022044,Blake and Sons Solutions,Data Analytics,Assessment,Referral,1374058041.3,31.55,Data Analytics,7,Awarded,True,2022-06-18,2022-09-25,Medium
T2022045,ERP Masters,ERP Implementation,Assessment,Referral,1702824568.3,18.2,ERP Implementation,9,Lost,True,2023-02-21,2024-01-21,Medium
T2022046,SecureNet Systems,Cybersecurity,Managed Services,LinkedIn,1446678333.61,24.59,Cybersecurity,5,Awarded,True,2023-07-27,2021-11-20,Medium
T2022047,"Baker, Mason and White Solutions",Cloud Migration,Integration,LinkedIn,1095954321.55,27.97,Cloud Migration,13,Lost,True,2021-04-29,2021-02-09,Medium
T2022048,"Gardner, Robinson and Lawrence Technologies",Cybersecurity,Assessment,Conference,826260953.62,31.63,AI/ML,5,Awarded,False,2021-09-23,2023-07-08,Medium
T2022049,"Flowers, Martin and Kelly Technologies",Digital Transformation,Strategy,Conference,1137711514.2,26.62,Digital Transformation,3,Awarded,False,2021-01-29,2022-11-21,High
