project_id,client,tech_domain,service_type,start_date,end_date,duration_months,team_size,team_roles,avg_experience,min_experience,max_experience,junior_count,hourly_cost,locations,status,client_complaints,revenue,expenses,profit,profit_margin,satisfaction,tender_id,communication_channel,is_rfp,is_repeat_client,project_complexity
P2022413,Gray-Mayo Systems,Digital Transformation,Managed Services,2021-04-15,2022-08-16,16,9,"[{'employee_id': 'E5698', 'role': 'Digital Strategist', 'years_experience': 9.4, 'hourly_rate': 177.64, 'is_lead': True}, {'employee_id': 'E9476', 'role': 'Junior Change Manager', 'years_experience': 1.6, 'hourly_rate': 85.81, 'is_lead': False}, {'employee_id': 'E3357', 'role': 'Change Manager', 'years_experience': 6.2, 'hourly_rate': 178.89, 'is_lead': False}, {'employee_id': 'E3990', 'role': 'Junior Change Manager', 'years_experience': 1.6, 'hourly_rate': 89.79, 'is_lead': False}, {'employee_id': 'E5891', 'role': 'Junior Change Manager', 'years_experience': 1.8, 'hourly_rate': 75.13, 'is_lead': False}, {'employee_id': 'E5423', 'role': 'Change Manager', 'years_experience': 8.0, 'hourly_rate': 191.3, 'is_lead': False}, {'employee_id': 'E3415', 'role': 'Junior Digital Strategist', 'years_experience': 1.9, 'hourly_rate': 52.19, 'is_lead': False}, {'employee_id': 'E1993', 'role': 'Change Manager', 'years_experience': 10.5, 'hourly_rate': 190.08, 'is_lead': False}, {'employee_id': 'E3202', 'role': 'Change Manager', 'years_experience': 6.5, 'hourly_rate': 83.13, 'is_lead': False}]",5.277777777777778,1.6,10.5,4,1123.96,['Paris'],On-Time,0,1014707225.55,841699643.59,173007581.96,0.1705,10,T2021063,Conference,True,False,Medium
P2022414,Gray-Mayo Systems,Cloud Migration,Implementation,2021-11-22,2023-03-31,16,3,"[{'employee_id': 'E1560', 'role': 'Solutions Architect', 'years_experience': 9.7, 'hourly_rate': 232.88, 'is_lead': True}, {'employee_id': 'E9990', 'role': 'DevOps Engineer', 'years_experience': 2.8, 'hourly_rate': 129.4, 'is_lead': False}, {'employee_id': 'E4836', 'role': 'Junior DevOps Engineer', 'years_experience': 1.4, 'hourly_rate': 66.7, 'is_lead': False}]",4.633333333333334,1.4,9.7,2,428.98,['Paris'],On-Time,2,4009157.85,3139571.51,869586.34,0.2169,8,,Direct,False,False,Medium
P2022415,"Adams, Zuniga and Wong Technologies",Digital Transformation,Managed Services,2022-10-31,2024-03-31,17,8,"[{'employee_id': 'E9824', 'role': 'Change Manager', 'years_experience': 12.0, 'hourly_rate': 157.19, 'is_lead': True}, {'employee_id': 'E5317', 'role': 'Change Manager', 'years_experience': 4.0, 'hourly_rate': 146.11, 'is_lead': False}, {'employee_id': 'E1550', 'role': 'Digital Strategist', 'years_experience': 7.5, 'hourly_rate': 133.68, 'is_lead': False}, {'employee_id': 'E1909', 'role': 'Junior Change Manager', 'years_experience': 2.4, 'hourly_rate': 76.33, 'is_lead': False}, {'employee_id': 'E2391', 'role': 'Junior Change Manager', 'years_experience': 1.9, 'hourly_rate': 73.69, 'is_lead': False}, {'employee_id': 'E6338', 'role': 'Junior Change Manager', 'years_experience': 1.6, 'hourly_rate': 83.26, 'is_lead': False}, {'employee_id': 'E1157', 'role': 'Change Manager', 'years_experience': 2.9, 'hourly_rate': 120.12, 'is_lead': False}, {'employee_id': 'E1794', 'role': 'Digital Strategist', 'years_experience': 2.6, 'hourly_rate': 146.71, 'is_lead': False}]",4.3625,1.6,12.0,5,937.09,['Lyon'],Delayed,1,24907702.27,19832010.7,5075691.57,0.20378,3,,Direct,False,False,Medium
P2022416,CloudScape Technologies,Cloud Migration,Implementation,2021-06-10,2021-12-12,6,7,"[{'employee_id': 'E6719', 'role': 'Cloud Architect', 'years_experience': 7.4, 'hourly_rate': 294.45, 'is_lead': True}, {'employee_id': 'E7350', 'role': 'DevOps Engineer', 'years_experience': 3.1, 'hourly_rate': 100.42, 'is_lead': False}, {'employee_id': 'E2182', 'role': 'DevOps Engineer', 'years_experience': 4.5, 'hourly_rate': 125.71, 'is_lead': False}, {'employee_id': 'E8100', 'role': 'Junior DevOps Engineer', 'years_experience': 2.6, 'hourly_rate': 60.27, 'is_lead': False}, {'employee_id': 'E1091', 'role': 'DevOps Engineer', 'years_experience': 4.9, 'hourly_rate': 149.87, 'is_lead': False}, {'employee_id': 'E1658', 'role': 'Junior DevOps Engineer', 'years_experience': 1.9, 'hourly_rate': 84.32, 'is_lead': False}, {'employee_id': 'E1368', 'role': 'Junior DevOps Engineer', 'years_experience': 2.4, 'hourly_rate': 89.97, 'is_lead': False}]",3.8285714285714283,1.9,7.4,3,905.01,['Marseille'],On-Time,1,7858122.19,5419304.86,2438817.33,0.31035625,8,,Direct,False,True,Medium
P2022417,"Gardner, Robinson and Lawrence Technologies",Digital Transformation,Integration,2022-12-20,2023-04-16,3,11,"[{'employee_id': 'E7656', 'role': 'Change Manager', 'years_experience': 16.6, 'hourly_rate': 254.55, 'is_lead': True}, {'employee_id': 'E5620', 'role': 'Digital Strategist', 'years_experience': 7.7, 'hourly_rate': 197.57, 'is_lead': False}, {'employee_id': 'E6181', 'role': 'Digital Strategist', 'years_experience': 5.9, 'hourly_rate': 181.7, 'is_lead': False}, {'employee_id': 'E2362', 'role': 'Digital Strategist', 'years_experience': 4.8, 'hourly_rate': 111.18, 'is_lead': False}, {'employee_id': 'E8708', 'role': 'Junior Digital Strategist', 'years_experience': 1.7, 'hourly_rate': 69.59, 'is_lead': False}, {'employee_id': 'E2461', 'role': 'Digital Strategist', 'years_experience': 4.9, 'hourly_rate': 122.78, 'is_lead': False}, {'employee_id': 'E3795', 'role': 'Junior Digital Strategist', 'years_experience': 2.2, 'hourly_rate': 54.66, 'is_lead': False}, {'employee_id': 'E7292', 'role': 'Digital Strategist', 'years_experience': 5.3, 'hourly_rate': 144.51, 'is_lead': False}, {'employee_id': 'E1981', 'role': 'Change Manager', 'years_experience': 2.8, 'hourly_rate': 209.32, 'is_lead': False}, {'employee_id': 'E7031', 'role': 'Digital Strategist', 'years_experience': 4.0, 'hourly_rate': 118.21, 'is_lead': False}, {'employee_id': 'E6050', 'role': 'Digital Strategist', 'years_experience': 5.7, 'hourly_rate': 90.51, 'is_lead': False}]",5.6000000000000005,1.7,16.6,3,1554.58,['Lyon'],On-Time,0,10852037.95,6832280.31,4019757.64,0.370415,7,,Direct,False,False,High
P2022418,Garcia-James Solutions,Cloud Migration,Integration,2022-07-17,2023-04-19,9,9,"[{'employee_id': 'E7345', 'role': 'DevOps Engineer', 'years_experience': 12.0, 'hourly_rate': 195.33, 'is_lead': True}, {'employee_id': 'E1653', 'role': 'Junior DevOps Engineer', 'years_experience': 2.0, 'hourly_rate': 71.76, 'is_lead': False}, {'employee_id': 'E3560', 'role': 'DevOps Engineer', 'years_experience': 5.9, 'hourly_rate': 107.76, 'is_lead': False}, {'employee_id': 'E8513', 'role': 'DevOps Engineer', 'years_experience': 4.7, 'hourly_rate': 113.15, 'is_lead': False}, {'employee_id': 'E3656', 'role': 'DevOps Engineer', 'years_experience': 4.6, 'hourly_rate': 129.76, 'is_lead': False}, {'employee_id': 'E2632', 'role': 'DevOps Engineer', 'years_experience': 4.5, 'hourly_rate': 116.43, 'is_lead': False}, {'employee_id': 'E5792', 'role': 'DevOps Engineer', 'years_experience': 4.6, 'hourly_rate': 89.0, 'is_lead': False}, {'employee_id': 'E7871', 'role': 'Solutions Architect', 'years_experience': 10.7, 'hourly_rate': 183.52, 'is_lead': False}, {'employee_id': 'E9275', 'role': 'Solutions Architect', 'years_experience': 5.1, 'hourly_rate': 237.09, 'is_lead': False}]",6.011111111111111,2.0,12.0,1,1243.8,['Paris'],Delayed,2,20268845.4,16095084.76,4173760.64,0.20592,7,,Direct,False,False,Medium
P2022419,"Gardner, Robinson and Lawrence Technologies",Digital Transformation,Strategy,2021-05-18,2022-09-03,15,4,"[{'employee_id': 'E4966', 'role': 'Digital Strategist', 'years_experience': 10.9, 'hourly_rate': 198.12, 'is_lead': True}, {'employee_id': 'E5454', 'role': 'Junior Digital Strategist', 'years_experience': 2.7, 'hourly_rate': 54.42, 'is_lead': False}, {'employee_id': 'E9079', 'role': 'Junior Change Manager', 'years_experience': 2.6, 'hourly_rate': 71.74, 'is_lead': False}, {'employee_id': 'E8496', 'role': 'Junior Digital Strategist', 'years_experience': 1.8, 'hourly_rate': 89.8, 'is_lead': False}]",4.500000000000001,1.8,10.9,3,414.08,['Marseille'],Completed Early,0,989069514.42,820868847.33,168200667.09,0.1700595,4,T2021116,LinkedIn,True,True,High
P2022420,"Ross, Robinson and Bright Solutions",Digital Transformation,Strategy,2022-09-26,2023-05-10,7,3,"[{'employee_id': 'E9919', 'role': 'Change Manager', 'years_experience': 13.5, 'hourly_rate': 166.16, 'is_lead': True}, {'employee_id': 'E4844', 'role': 'Change Manager', 'years_experience': 10.1, 'hourly_rate': 205.53, 'is_lead': False}, {'employee_id': 'E5738', 'role': 'Junior Digital Strategist', 'years_experience': 1.6, 'hourly_rate': 80.67, 'is_lead': False}]",8.4,1.6,13.5,1,452.36,['Lyon'],Delayed,2,1974996.52,1294985.47,680011.05,0.34430999999999995,10,,Direct,False,True,High
P2022421,Perez Inc Solutions,IoT,Integration,2022-06-06,2023-09-16,15,10,"[{'employee_id': 'E4371', 'role': 'Embedded Engineer', 'years_experience': 8.7, 'hourly_rate': 289.54, 'is_lead': True}, {'employee_id': 'E6269', 'role': 'Embedded Engineer', 'years_experience': 7.5, 'hourly_rate': 144.79, 'is_lead': False}, {'employee_id': 'E6744', 'role': 'IoT Architect', 'years_experience': 6.6, 'hourly_rate': 175.17, 'is_lead': False}, {'employee_id': 'E9814', 'role': 'IoT Architect', 'years_experience': 7.7, 'hourly_rate': 172.48, 'is_lead': False}, {'employee_id': 'E3077', 'role': 'Embedded Engineer', 'years_experience': 5.6, 'hourly_rate': 129.58, 'is_lead': False}, {'employee_id': 'E6023', 'role': 'Junior Embedded Engineer', 'years_experience': 2.1, 'hourly_rate': 65.67, 'is_lead': False}, {'employee_id': 'E8086', 'role': 'Embedded Engineer', 'years_experience': 3.4, 'hourly_rate': 136.46, 'is_lead': False}, {'employee_id': 'E1939', 'role': 'Embedded Engineer', 'years_experience': 6.3, 'hourly_rate': 108.06, 'is_lead': False}, {'employee_id': 'E2974', 'role': 'Embedded Engineer', 'years_experience': 5.9, 'hourly_rate': 116.1, 'is_lead': False}, {'employee_id': 'E3681', 'role': 'Embedded Engineer', 'years_experience': 4.5, 'hourly_rate': 120.58, 'is_lead': False}]",5.83,2.1,8.7,1,1458.43,['Marseille'],Delayed,2,43171861.49,35110811.51,8061049.98,0.18672,6,,Direct,False,False,Low
P2022422,ERP Masters,ERP Implementation,Assessment,2023-10-14,2025-01-18,15,15,"[{'employee_id': 'E9699', 'role': 'ERP Consultant', 'years_experience': 8.8, 'hourly_rate': 227.03, 'is_lead': True}, {'employee_id': 'E8331', 'role': 'Functional Analyst', 'years_experience': 7.0, 'hourly_rate': 90.07, 'is_lead': False}, {'employee_id': 'E1428', 'role': 'ERP Consultant', 'years_experience': 4.1, 'hourly_rate': 110.68, 'is_lead': False}, {'employee_id': 'E4482', 'role': 'Functional Analyst', 'years_experience': 5.3, 'hourly_rate': 88.7, 'is_lead': False}, {'employee_id': 'E8945', 'role': 'Functional Analyst', 'years_experience': 6.9, 'hourly_rate': 117.66, 'is_lead': False}, {'employee_id': 'E5546', 'role': 'Functional Analyst', 'years_experience': 9.3, 'hourly_rate': 222.31, 'is_lead': False}, {'employee_id': 'E8885', 'role': 'Functional Analyst', 'years_experience': 6.2, 'hourly_rate': 104.28, 'is_lead': False}, {'employee_id': 'E5451', 'role': 'Junior ERP Consultant', 'years_experience': 2.2, 'hourly_rate': 79.56, 'is_lead': False}, {'employee_id': 'E8668', 'role': 'Functional Analyst', 'years_experience': 10.0, 'hourly_rate': 179.27, 'is_lead': False}, {'employee_id': 'E3208', 'role': 'Junior ERP Consultant', 'years_experience': 2.3, 'hourly_rate': 86.78, 'is_lead': False}, {'employee_id': 'E2401', 'role': 'Junior ERP Consultant', 'years_experience': 2.3, 'hourly_rate': 88.98, 'is_lead': False}, {'employee_id': 'E5195', 'role': 'Functional Analyst', 'years_experience': 4.3, 'hourly_rate': 128.81, 'is_lead': False}, {'employee_id': 'E9818', 'role': 'ERP Consultant', 'years_experience': 4.8, 'hourly_rate': 140.42, 'is_lead': False}, {'employee_id': 'E3165', 'role': 'Functional Analyst', 'years_experience': 5.5, 'hourly_rate': 118.22, 'is_lead': False}, {'employee_id': 'E9038', 'role': 'ERP Consultant', 'years_experience': 6.8, 'hourly_rate': 89.77, 'is_lead': False}]",5.719999999999999,2.2,10.0,3,1872.54,['Lyon'],Delayed,2,1391580198.91,1140010330.55,251569868.36,0.18078,5,T2023061,Conference,True,True,High
P2022423,Frazier Inc Systems,Blockchain,Assessment,2022-05-11,2023-08-07,15,9,"[{'employee_id': 'E5448', 'role': 'Smart Contract Engineer', 'years_experience': 9.1, 'hourly_rate': 211.17, 'is_lead': True}, {'employee_id': 'E6471', 'role': 'Junior Blockchain Developer', 'years_experience': 2.1, 'hourly_rate': 61.36, 'is_lead': False}, {'employee_id': 'E4535', 'role': 'Smart Contract Engineer', 'years_experience': 13.1, 'hourly_rate': 145.14, 'is_lead': False}, {'employee_id': 'E3630', 'role': 'Smart Contract Engineer', 'years_experience': 3.3, 'hourly_rate': 86.55, 'is_lead': False}, {'employee_id': 'E3142', 'role': 'Smart Contract Engineer', 'years_experience': 9.4, 'hourly_rate': 197.57, 'is_lead': False}, {'employee_id': 'E8779', 'role': 'Blockchain Developer', 'years_experience': 3.9, 'hourly_rate': 128.69, 'is_lead': False}, {'employee_id': 'E9315', 'role': 'Smart Contract Engineer', 'years_experience': 7.1, 'hourly_rate': 234.62, 'is_lead': False}, {'employee_id': 'E1986', 'role': 'Junior Smart Contract Engineer', 'years_experience': 1.6, 'hourly_rate': 89.01, 'is_lead': False}, {'employee_id': 'E3581', 'role': 'Junior Smart Contract Engineer', 'years_experience': 1.7, 'hourly_rate': 81.11, 'is_lead': False}]",5.699999999999999,1.6,13.1,3,1235.22,['Berlin'],Delayed,1,32619887.4,26810937.85,5808949.55,0.17808000000000002,6,,Direct,False,False,Medium
P2022424,Davis and Sons Technologies,Blockchain,Assessment,2021-12-20,2022-12-13,11,7,"[{'employee_id': 'E4220', 'role': 'Smart Contract Engineer', 'years_experience': 6.2, 'hourly_rate': 231.75, 'is_lead': True}, {'employee_id': 'E1927', 'role': 'Blockchain Developer', 'years_experience': 6.6, 'hourly_rate': 135.75, 'is_lead': False}, {'employee_id': 'E2681', 'role': 'Junior Smart Contract Engineer', 'years_experience': 2.2, 'hourly_rate': 72.73, 'is_lead': False}, {'employee_id': 'E8834', 'role': 'Blockchain Developer', 'years_experience': 8.8, 'hourly_rate': 247.18, 'is_lead': False}, {'employee_id': 'E9609', 'role': 'Smart Contract Engineer', 'years_experience': 4.9, 'hourly_rate': 224.4, 'is_lead': False}, {'employee_id': 'E9044', 'role': 'Smart Contract Engineer', 'years_experience': 8.4, 'hourly_rate': 206.36, 'is_lead': False}, {'employee_id': 'E2058', 'role': 'Smart Contract Engineer', 'years_experience': 7.1, 'hourly_rate': 161.32, 'is_lead': False}]",6.314285714285715,2.2,8.8,1,1279.49,['Berlin'],On-Time,0,20451327.22,14369102.5,6082224.72,0.2974,10,,Direct,False,False,Medium
P2022425,Rodriguez-Graham Systems,Blockchain,Optimization,2021-12-27,2022-07-21,6,5,"[{'employee_id': 'E2623', 'role': 'Blockchain Developer', 'years_experience': 9.5, 'hourly_rate': 206.3, 'is_lead': True}, {'employee_id': 'E6712', 'role': 'Blockchain Developer', 'years_experience': 7.7, 'hourly_rate': 146.88, 'is_lead': False}, {'employee_id': 'E9686', 'role': 'Smart Contract Engineer', 'years_experience': 8.9, 'hourly_rate': 154.37, 'is_lead': False}, {'employee_id': 'E4410', 'role': 'Blockchain Developer', 'years_experience': 2.8, 'hourly_rate': 132.42, 'is_lead': False}, {'employee_id': 'E1346', 'role': 'Blockchain Developer', 'years_experience': 8.7, 'hourly_rate': 134.25, 'is_lead': False}]",7.5200000000000005,2.8,9.5,1,774.22,['Marseille'],On-Time,0,4405993.11,3588240.79,817752.32,0.1856,10,,Direct,False,False,High
P2022426,Doyle Ltd Solutions,Data Analytics,Optimization,2022-04-20,2022-08-19,4,10,"[{'employee_id': 'E3876', 'role': 'BI Specialist', 'years_experience': 8.2, 'hourly_rate': 217.6, 'is_lead': True}, {'employee_id': 'E5610', 'role': 'BI Specialist', 'years_experience': 5.4, 'hourly_rate': 80.9, 'is_lead': False}, {'employee_id': 'E2479', 'role': 'Data Engineer', 'years_experience': 6.9, 'hourly_rate': 197.43, 'is_lead': False}, {'employee_id': 'E6774', 'role': 'Analytics Consultant', 'years_experience': 4.6, 'hourly_rate': 88.62, 'is_lead': False}, {'employee_id': 'E2930', 'role': 'Junior Analytics Consultant', 'years_experience': 1.9, 'hourly_rate': 79.94, 'is_lead': False}, {'employee_id': 'E3859', 'role': 'Analytics Consultant', 'years_experience': 6.8, 'hourly_rate': 183.36, 'is_lead': False}, {'employee_id': 'E7889', 'role': 'BI Specialist', 'years_experience': 4.1, 'hourly_rate': 90.93, 'is_lead': False}, {'employee_id': 'E5051', 'role': 'Junior Data Engineer', 'years_experience': 2.0, 'hourly_rate': 67.84, 'is_lead': False}, {'employee_id': 'E9886', 'role': 'Data Engineer', 'years_experience': 8.5, 'hourly_rate': 129.45, 'is_lead': False}, {'employee_id': 'E2547', 'role': 'BI Specialist', 'years_experience': 10.1, 'hourly_rate': 174.79, 'is_lead': False}]",5.85,1.9,10.1,2,1310.8600000000001,['Lyon'],On-Time,1,10820782.26,6312979.63,4507802.63,0.4165875,8,,Direct,False,True,Low
P2022427,Garcia-James Solutions,IoT,Managed Services,2022-01-22,2023-04-20,15,6,"[{'employee_id': 'E1975', 'role': 'IoT Architect', 'years_experience': 10.5, 'hourly_rate': 179.2, 'is_lead': True}, {'employee_id': 'E8081', 'role': 'Junior Embedded Engineer', 'years_experience': 2.1, 'hourly_rate': 62.08, 'is_lead': False}, {'employee_id': 'E3526', 'role': 'Embedded Engineer', 'years_experience': 3.9, 'hourly_rate': 101.14, 'is_lead': False}, {'employee_id': 'E4094', 'role': 'Embedded Engineer', 'years_experience': 10.1, 'hourly_rate': 243.96, 'is_lead': False}, {'employee_id': 'E8891', 'role': 'Embedded Engineer', 'years_experience': 6.4, 'hourly_rate': 95.57, 'is_lead': False}, {'employee_id': 'E3605', 'role': 'Embedded Engineer', 'years_experience': 10.5, 'hourly_rate': 215.73, 'is_lead': False}]",7.25,2.1,10.5,1,897.68,['Paris'],On-Time,1,833798382.91,532713786.84,301084596.07,0.3611,10,T2021017,Referral,True,False,Medium
P2022428,"Ferrell, Rice and Maddox Systems",ERP Implementation,Strategy,2022-01-03,2023-04-25,15,6,"[{'employee_id': 'E8780', 'role': 'Functional Analyst', 'years_experience': 8.7, 'hourly_rate': 196.72, 'is_lead': True}, {'employee_id': 'E8437', 'role': 'ERP Consultant', 'years_experience': 5.3, 'hourly_rate': 80.07, 'is_lead': False}, {'employee_id': 'E7570', 'role': 'ERP Consultant', 'years_experience': 5.1, 'hourly_rate': 95.38, 'is_lead': False}, {'employee_id': 'E6406', 'role': 'ERP Consultant', 'years_experience': 7.9, 'hourly_rate': 179.33, 'is_lead': False}, {'employee_id': 'E7955', 'role': 'ERP Consultant', 'years_experience': 4.1, 'hourly_rate': 93.55, 'is_lead': False}, {'employee_id': 'E5553', 'role': 'ERP Consultant', 'years_experience': 6.6, 'hourly_rate': 107.96, 'is_lead': False}]",6.283333333333334,4.1,8.7,0,753.01,['Lyon'],On-Time,2,12905748.03,10082873.76,2822874.27,0.21872999999999998,8,,Direct,False,False,Low
P2022429,"Baker, Mason and White Solutions",Blockchain,Optimization,2022-05-08,2023-06-17,13,10,"[{'employee_id': 'E2298', 'role': 'Smart Contract Engineer', 'years_experience': 9.3, 'hourly_rate': 294.53, 'is_lead': True}, {'employee_id': 'E8248', 'role': 'Junior Smart Contract Engineer', 'years_experience': 1.8, 'hourly_rate': 52.28, 'is_lead': False}, {'employee_id': 'E8866', 'role': 'Smart Contract Engineer', 'years_experience': 8.4, 'hourly_rate': 191.08, 'is_lead': False}, {'employee_id': 'E2367', 'role': 'Smart Contract Engineer', 'years_experience': 7.2, 'hourly_rate': 190.79, 'is_lead': False}, {'employee_id': 'E8259', 'role': 'Blockchain Developer', 'years_experience': 10.4, 'hourly_rate': 221.61, 'is_lead': False}, {'employee_id': 'E7179', 'role': 'Blockchain Developer', 'years_experience': 8.8, 'hourly_rate': 237.7, 'is_lead': False}, {'employee_id': 'E6136', 'role': 'Junior Smart Contract Engineer', 'years_experience': 2.2, 'hourly_rate': 72.03, 'is_lead': False}, {'employee_id': 'E2643', 'role': 'Smart Contract Engineer', 'years_experience': 8.0, 'hourly_rate': 194.98, 'is_lead': False}, {'employee_id': 'E4611', 'role': 'Smart Contract Engineer', 'years_experience': 5.2, 'hourly_rate': 103.57, 'is_lead': False}, {'employee_id': 'E3305', 'role': 'Blockchain Developer', 'years_experience': 5.7, 'hourly_rate': 235.62, 'is_lead': False}]",6.700000000000001,1.8,10.4,2,1794.19,['Paris'],On-Time,1,45805527.16,35389350.28,10416176.88,0.2274,6,,Direct,False,False,Medium
P2022430,"Adams, Zuniga and Wong Technologies",ERP Implementation,Training,2021-05-22,2021-08-28,3,9,"[{'employee_id': 'E5085', 'role': 'Functional Analyst', 'years_experience': 9.5, 'hourly_rate': 172.91, 'is_lead': True}, {'employee_id': 'E8477', 'role': 'ERP Consultant', 'years_experience': 3.8, 'hourly_rate': 128.15, 'is_lead': False}, {'employee_id': 'E7919', 'role': 'ERP Consultant', 'years_experience': 6.0, 'hourly_rate': 219.92, 'is_lead': False}, {'employee_id': 'E5769', 'role': 'ERP Consultant', 'years_experience': 3.9, 'hourly_rate': 108.34, 'is_lead': False}, {'employee_id': 'E6858', 'role': 'ERP Consultant', 'years_experience': 4.7, 'hourly_rate': 101.56, 'is_lead': False}, {'employee_id': 'E4432', 'role': 'ERP Consultant', 'years_experience': 4.3, 'hourly_rate': 99.31, 'is_lead': False}, {'employee_id': 'E2301', 'role': 'ERP Consultant', 'years_experience': 6.2, 'hourly_rate': 133.23, 'is_lead': False}, {'employee_id': 'E6296', 'role': 'ERP Consultant', 'years_experience': 9.4, 'hourly_rate': 243.89, 'is_lead': False}, {'employee_id': 'E7482', 'role': 'Functional Analyst', 'years_experience': 5.2, 'hourly_rate': 143.95, 'is_lead': False}]",5.888888888888889,3.8,9.5,0,1351.26,['Marseille'],Completed Early,0,1082242629.34,978509673.32,103732956.02,0.09585,3,T2021284,LinkedIn,True,False,Medium
P2022431,"Baker, Mason and White Solutions",Cloud Migration,Integration,2022-01-26,2022-04-13,2,10,"[{'employee_id': 'E6889', 'role': 'DevOps Engineer', 'years_experience': 6.6, 'hourly_rate': 252.93, 'is_lead': True}, {'employee_id': 'E9186', 'role': 'DevOps Engineer', 'years_experience': 4.9, 'hourly_rate': 142.58, 'is_lead': False}, {'employee_id': 'E4029', 'role': 'Junior DevOps Engineer', 'years_experience': 1.9, 'hourly_rate': 82.32, 'is_lead': False}, {'employee_id': 'E4491', 'role': 'Junior DevOps Engineer', 'years_experience': 1.6, 'hourly_rate': 68.87, 'is_lead': False}, {'employee_id': 'E8881', 'role': 'DevOps Engineer', 'years_experience': 2.8, 'hourly_rate': 129.55, 'is_lead': False}, {'employee_id': 'E2366', 'role': 'Junior DevOps Engineer', 'years_experience': 1.4, 'hourly_rate': 63.25, 'is_lead': False}, {'employee_id': 'E2600', 'role': 'Junior DevOps Engineer', 'years_experience': 3.0, 'hourly_rate': 78.69, 'is_lead': False}, {'employee_id': 'E3814', 'role': 'DevOps Engineer', 'years_experience': 4.7, 'hourly_rate': 90.87, 'is_lead': False}, {'employee_id': 'E3589', 'role': 'DevOps Engineer', 'years_experience': 4.4, 'hourly_rate': 90.43, 'is_lead': False}, {'employee_id': 'E5277', 'role': 'Junior DevOps Engineer', 'years_experience': 2.1, 'hourly_rate': 53.29, 'is_lead': False}]",3.34,1.4,6.6,5,1052.78,['Paris'],Completed Early,1,3969907.05,3261675.63,708231.42,0.1784,6,,Direct,False,False,Medium
P2022432,"Snyder, Campos and Callahan Technologies",IoT,Assessment,2022-10-04,2024-01-14,15,3,"[{'employee_id': 'E5437', 'role': 'IoT Architect', 'years_experience': 11.7, 'hourly_rate': 233.96, 'is_lead': True}, {'employee_id': 'E5534', 'role': 'IoT Architect', 'years_experience': 8.0, 'hourly_rate': 159.2, 'is_lead': False}, {'employee_id': 'E2050', 'role': 'Junior Embedded Engineer', 'years_experience': 1.6, 'hourly_rate': 55.82, 'is_lead': False}]",7.1000000000000005,1.6,11.7,1,448.98,['London'],Delayed,0,4019807.74,3236749.19,783058.55,0.19480000000000003,7,,Direct,False,True,Low
P2022433,"Snyder, Campos and Callahan Technologies",Cybersecurity,Managed Services,2022-05-12,2023-09-26,16,5,"[{'employee_id': 'E2843', 'role': 'Security Architect', 'years_experience': 7.8, 'hourly_rate': 166.67, 'is_lead': True}, {'employee_id': 'E7659', 'role': 'SOC Analyst', 'years_experience': 6.0, 'hourly_rate': 135.45, 'is_lead': False}, {'employee_id': 'E8895', 'role': 'Security Architect', 'years_experience': 9.5, 'hourly_rate': 153.33, 'is_lead': False}, {'employee_id': 'E5489', 'role': 'Security Architect', 'years_experience': 7.3, 'hourly_rate': 229.35, 'is_lead': False}, {'employee_id': 'E8941', 'role': 'SOC Analyst', 'years_experience': 3.5, 'hourly_rate': 108.12, 'is_lead': False}]",6.82,3.5,9.5,0,792.92,['Paris'],On-Time,1,827863520.12,633174856.09,194688664.03,0.23517,5,T2022003,LinkedIn,False,False,High
P2022434,Carlson-Cruz Labs,Cybersecurity,Strategy,2022-10-11,2023-07-09,9,4,"[{'employee_id': 'E1134', 'role': 'Pentester', 'years_experience': 7.7, 'hourly_rate': 198.59, 'is_lead': True}, {'employee_id': 'E3940', 'role': 'Pentester', 'years_experience': 4.1, 'hourly_rate': 119.34, 'is_lead': False}, {'employee_id': 'E1932', 'role': 'Pentester', 'years_experience': 10.5, 'hourly_rate': 137.35, 'is_lead': False}, {'employee_id': 'E9195', 'role': 'Pentester', 'years_experience': 8.6, 'hourly_rate': 244.65, 'is_lead': False}]",7.725,4.1,10.5,0,699.9300000000001,['Paris'],Delayed,1,1448735448.29,1105327197.63,343408250.66,0.23704000000000003,6,T2022089,Email,True,True,Low
P2022435,Morales-Jones Technologies,Blockchain,Strategy,2021-07-18,2022-02-28,7,4,"[{'employee_id': 'E7047', 'role': 'Blockchain Developer', 'years_experience': 10.2, 'hourly_rate': 159.25, 'is_lead': True}, {'employee_id': 'E2239', 'role': 'Junior Blockchain Developer', 'years_experience': 2.7, 'hourly_rate': 53.88, 'is_lead': False}, {'employee_id': 'E6801', 'role': 'Smart Contract Engineer', 'years_experience': 4.2, 'hourly_rate': 91.76, 'is_lead': False}, {'employee_id': 'E3791', 'role': 'Junior Blockchain Developer', 'years_experience': 1.8, 'hourly_rate': 65.85, 'is_lead': False}]",4.725,1.8,10.2,2,370.74,['Paris'],On-Time,2,2176131.1,1501095.23,675035.87,0.3102,9,,Direct,False,False,High
